Proposal ID,Snapshot ID,Author,Title,Status,Started,Ended,Threshold,Total VP,Category,Tier,Amount USD,Beneficiary,Token,Vesting Contract,Vesting Released Amount,Vesting Releasable Amount,Vesting Token Contract Balance,Vesting Total Amount,Vesting Start At,Vesting Finish At,Enacting Transaction,Transaction Date,Transaction Amount
fb94dcb0-4c38-11ed-a234-ef1b91ca21e2,0x8d9612ed7bd167cdeed2d91defdd7cb36924363d64cccefb49bcaa12456ea560,0x3cb9e515e2452937b501734aa2cc8ea673c28f27,Rarible Protocol <> Decentraland Integration | Stellar Gate Project,active,2022-10-15T03:25:00.107Z,2022-10-29T03:25:00.106Z,2000000,110924.06511627809,Platform Contributor,Tier 4,24000,0x03651FEf8b3deA464D3b2BE5a0050742547cE0e9,,,,,,,,,,,
13309bc0-4c2f-11ed-a234-ef1b91ca21e2,0xac656c260920325a260ce48b3207f0cb109dd479f475ff7757e3a11041806b72,0x3cb9e515e2452937b501734aa2cc8ea673c28f27,New type of POAP distribution called C.A.T. | Stellar Gate Project,active,2022-10-15T02:14:00.748Z,2022-10-22T02:14:00.747Z,0,108518.6439248563,Platform Contributor,Tier 3,5000,0x03651FEf8b3deA464D3b2BE5a0050742547cE0e9,,,,,,,,,,,
3eeea430-4c13-11ed-a234-ef1b91ca21e2,0x90ec5a91234e970827796a87917fab248db7f0e86b7c2dfe7a2ee5edb7f3e0c7,0x78b850b0f8728de91a392d79011d183f44d01d08,Analysing the customer base of Decentraland (Masters Thesis),active,2022-10-14T22:55:00.227Z,2022-10-28T22:55:00.226Z,2000000,236741.76144374185,Community,Tier 4,16450,0x78B850B0f8728de91a392D79011d183f44d01d08,,,,,,,,,,,
8f4e94e0-4b1d-11ed-a234-ef1b91ca21e2,0xfa4ff23f16bb900ba9493c1f7aa2da3a7c6faff4ba892d14161e2bbafdd97775,0x6de1ac36fd4c11af0fbeab1dd12c4fecbbabd8c1,Temple,active,2022-10-13T17:36:00.878Z,2022-10-27T17:36:00.877Z,2000000,633704.8483365738,Gaming,Tier 4,60000,0xf623426977147666aC678Aa8b398ed21be822a11,,,,,,,,,,,
e2cdaad0-4a72-11ed-bdf3-75f4f4d9ef2f,0x4f72019927c5be9494b256bac01ce407e020c34ed9286da0baed1128e189ab46,0x7616e594f1832d0dc7aad3923967d76fd98416e2,ART|DAI Battles (Super Extra Revised),active,2022-10-12T21:14:00.021Z,2022-10-19T21:14:00.021Z,0,1495314.0774781313,Content Creator,Tier 1,1500,0xd5879eCb96DF9a3c4584d7e1A49Ee53ba94104D3,,,,,,,,,,,
9575fd70-48bd-11ed-bdf3-75f4f4d9ef2f,0xada9f87d116b69707ed86612ddf6616d5a282d8884497a7771ac4ab28a180365,0xd2d950cea649feef4d6111c18adbd9a37b3a9f63,The DCL Report Increasing Awareness and Empowering Community,active,2022-10-10T17:04:00.191Z,2022-10-24T17:04:00.190Z,8000000,3880922.3562244824,Content Creator,Tier 6,240000,0xe8C599568Fb76884C1100278A0430011067707Ec,,,,,,,,,,,
1d2927b0-48aa-11ed-bdf3-75f4f4d9ef2f,0xa10519c5e4c5fb6d2cd04a5df2f2a35b2760fa2da382fcce4765862fac06220d,0xe18118afd116bb77549f8d4694b3261426dcde10,Empowerirng creators through  virtual production content for the web3 ecosystem.,active,2022-10-10T14:44:00.923Z,2022-10-17T14:44:00.922Z,0,1107716.1078772685,Content Creator,Tier 2,3000,0xF2cB497Ec3fE52D92B29466c0B369A1fEe0199FD,,,,,,,,,,,
334a1f50-482c-11ed-9eb2-21be7ab68113,0x062b3179935c96f6e82dd839f58eceede8354dc304eb0a2841e2b3ba30e7de28,0x3cb9e515e2452937b501734aa2cc8ea673c28f27,Rarible Protocol <> Decentraland Integration | Stellar Gate Project,active,2022-10-09T23:43:00.461Z,2022-10-23T23:43:00.460Z,2000000,1212940.137607955,Platform Contributor,Tier 4,24000,0x03651FEf8b3deA464D3b2BE5a0050742547cE0e9,,,,,,,,,,,
847247f0-4547-11ed-9eb2-21be7ab68113,0xf69a804dcd0c4274e7fc04aa5e5ba0ae28e8a9774cde12ccc4580abe8c046e33,0xd750c200b1009cf4232532ac8d676a7cb790c974,"A Book to introduce DCL to Chinese People, Lift DCL Fame & Open the 1.4B Market",active,2022-10-06T07:21:00.543Z,2022-10-20T07:21:00.543Z,2000000,1260851.0371111939,Community,Tier 4,58500,0xD750C200b1009cf4232532ac8D676a7cB790C974,,,,,,,,,,,
8f170b00-4547-11ed-9eb2-21be7ab68113,0x773468c4603cf3b4d290358f075bc1f983173f1486991e209495535f0d6f8aa9,0xa7f9756bc9d51aa3b3c71f79392ea8c685f10766,"Business Reviews, Scam Prevention, Security Help & Registries [Trust In DCL]",active,2022-10-06T07:21:00.400Z,2022-10-20T07:21:00.400Z,2000000,1536036.7514966638,Community,Tier 4,59920,0xa7f9756bC9D51AA3b3c71F79392Ea8C685F10766,,,,,,,,,,,
bcd48260-42b9-11ed-9eb2-21be7ab68113,0x33ece1d9c67c65dba727bfb71a105a2f90e796024fde1764a1f53d3ddf80f2a8,0x58754d9b3dbb4ddf5ac3502acb963743b15e6398,"MetaPartyHub, an immersive Devcon side event to promote Decentraland",enacted,2022-10-03T01:21:00.278Z,2022-10-10T01:21:00.277Z,1000000,2022387.9348859722,Community,Tier 2,3000,0x2a9Da28bCbF97A8C008Fd211f5127b860613922D,[object Object],,,,,,,,0x3e756a868a43ce7eca363c7796b286cdddc91145ea3bdd005b11db087509ad63,2022-10-13T13:08:35Z,4615
5c24e2b0-4125-11ed-9eb2-21be7ab68113,0x7d4560966bbc3ca341fb9228d9da09a8269782dd855e9905716924aace093851,0xd42ce5ab59007b2b8de420d1c9712c32ae93bc0f,Make Decentraland Great Again - MDGA,rejected,2022-10-01T01:07:00.388Z,2022-10-15T01:07:00.387Z,2000000,2966427.386285843,Platform Contributor,Tier 4,60000,0xd42cE5Ab59007B2B8dE420d1c9712C32aE93Bc0F,,,,,,,,,,,
c00bf190-4046-11ed-9eb2-21be7ab68113,0x4e732629bb8ec124a63a95b38ae5334256eea1eaf5793f33ec8665e95be0a721,0x7616e594f1832d0dc7aad3923967d76fd98416e2,ART or DAI Battles (Revised Submission),rejected,2022-09-29T22:33:00.225Z,2022-10-13T22:33:00.224Z,2000000,1612087.9426084626,Content Creator,Tier 4,25000,0xd5879eCb96DF9a3c4584d7e1A49Ee53ba94104D3,,,,,,,,,,,
0db018f0-3e25-11ed-ae53-272ba72c798d,0x141a9a83de1110cd933d48714a5de4d6202bb9b4a8869b4e21b66fdaf9b4df6b,0xc24789c6f165329290ddd3fbeac3b6842a294003,Communuity Card Game Module Expansion - More Games,enacted,2022-09-27T05:27:00.271Z,2022-10-04T05:27:00.271Z,1000000,1797727.7299763628,Gaming,Tier 2,3000,0xC24789C6f165329290Ddd3fBEac3b6842a294003,[object Object],,,,,,,,0x3e756a868a43ce7eca363c7796b286cdddc91145ea3bdd005b11db087509ad63,2022-10-13T13:08:35Z,4615
1117c6c0-3ced-11ed-a2ad-25cde07289d9,0x44a2954eea6259e92344f2ac12d745986ce8c494409a474f9dc3dc5aede7fa02,0x2e09a10eaace1ef3a66fbf6f1f782c8c0cb8c942,Dungeons and Dragons & Decentraland (Demo),enacted,2022-09-25T16:14:00.004Z,2022-10-02T16:14:00.003Z,1000000,1756866.5585137801,Gaming,Tier 3,5000,0x2e09A10eaAcE1Ef3a66FbF6F1F782C8c0cb8c942,[object Object],0x13338EE77F5D4191c65b0787515f23f2955b2B69,0,0,7143,7143,Sun Oct 02 2022 16:14:00 GMT+0000 (Coordinated Universal Time),Sat Dec 31 2022 16:14:00 GMT+0000 (Coordinated Universal Time),,,
c9aa8040-3c09-11ed-a2ad-25cde07289d9,0x350fb42e1f5afa46b1546f0121dd90f25aa3e9cab9528f44d3196145ed9bc5eb,0x9a739c2e212754c3d8432cb717dc9437e5b3dfae,Continued Development of No-Code Creator Tool for Decentraland,rejected,2022-09-24T13:07:00.412Z,2022-10-08T13:07:00.406Z,8000000,3090954.8196021947,Platform Contributor,Tier 6,240000,0x7A5eF3b7d27Eec9B92c491283F65D85c73421f9f,,,,,,,,,,,
b328a6d0-3b7d-11ed-a2ad-25cde07289d9,0x987791362b38940829f74f249cf365d8ff0eeacfc654b48038cd943e4d95d572,0xce828b10570351a8d56d934cc2481950ddfa12df,Virtual Street Team,rejected,2022-09-23T20:24:00.109Z,2022-10-07T20:24:00.108Z,2000000,1616821.670418077,Community,Tier 4,30000,0xCE828b10570351a8d56d934CC2481950DDFA12DF,,,,,,,,,,,
75401e40-3b67-11ed-a2ad-25cde07289d9,0x0f624c555f35a0e69ea856b8d1125ef483c4487e2411b1ba25a8ff621ce0e4a2,0xed0e0cb94f60f72ec94bef848f5df4cbd365af1d,Duel Arena P2E; Turn Based RPG | Play to Earn,rejected,2022-09-23T17:45:00.316Z,2022-10-07T17:45:00.316Z,2000000,7077008.401990559,Gaming,Tier 4,60000,0xed0E0cb94F60F72ec94beF848f5dF4Cbd365aF1D,,,,,,,,,,,
68a96ab0-3900-11ed-a2f4-07fa9844a05e,0x35b5b1e29ba6803229109a1464043cf1bbc383b93960bdd1fc1b17260eb467e7,0x9dfa9dfd15d2b2fa9717b4fc545c2bb35a29215c,NFT Lands delegation in the WakeUp dApp (+ Decentraland DAO earns royalty fees),rejected,2022-09-20T16:22:00.707Z,2022-09-27T16:22:00.706Z,1000000,1933411.2732648938,Platform Contributor,Tier 3,5000,0x74B5ac5D6d03d3C10B823a955A1B3E127DE5aEE5,,,,,,,,,,,
52de9bf0-3816-11ed-b361-67b98a1da2c8,bafkreiddjnteq2d5l2jy74276yuqukuhiyubjbb7pltyohoov22s5yeb4m,0x86edb92e217605dbecf606548e48daaf1b817da1,A  Multi-disciplinary Platform to Onboard the Biggest Arts & Entertainment Names,enacted,2022-09-19T12:26:00.911Z,2022-10-03T12:26:00.910Z,4000000,7571964.079212305,Community,Tier 5,120000,0x50a83425d537e39a0b7f884dCC07e6f4F37A09F3,[object Object],0x0BB8270345bf29c2Bb57c84E454830C4a0A6BaF4,0,0,120000,120000,Mon Oct 03 2022 12:26:00 GMT+0000 (Coordinated Universal Time),Sat Apr 01 2023 12:26:00 GMT+0000 (Coordinated Universal Time),,,
92cb8d40-36fe-11ed-b361-67b98a1da2c8,bafkreiffcsufcnqf6ns4eeqevyeiy6ue4z7ehkmhfdv3pyb7w4pqi4jjcm,0x17a6ba0b9cc209ec061ba117769ec7e9a30a0952,Introduce New Artists into Decentraland,enacted,2022-09-18T03:04:00.076Z,2022-09-25T03:04:00.073Z,1000000,2423788.5076854085,Content Creator,Tier 2,3000,0xf2fba890F3e1E0e7c1a9B8307cD993dEea22422e,[object Object],,,,,,,,0x581779cf7cf75f2dc0ada32843ae9df0f2be9fd8aa6ab931b121d9fa0ce4c0ae,2022-09-27T13:51:11Z,4226
b7cbd4d0-36b6-11ed-b361-67b98a1da2c8,bafkreid7jq2fb4neqk3intmnz6gdx7x4rcqc4qn2t6mwqx37u4wggoryve,0xc0eb73cd541bd5d25096f471e047724d0301fcfb,Gallery and events space in DCL focused on female creators,rejected,2022-09-17T18:29:00.389Z,2022-09-24T18:29:00.388Z,1000000,1206952.4704946447,Community,Tier 2,3000,0xE8ABa02eeCb3ccb293D9cf69ce4cf6F3F8B8bea2,,,,,,,,,,,
67885a20-34a9-11ed-b361-67b98a1da2c8,bafkreih2inqq7ykabdls3jx3eng3i4cyjjvusi7gfvwuee5t2r2umimkju,0xea5fed1d0141f14de11249577921b08783d6a360,Deployable custom NFT shop & dashboard for land owners & operators,enacted,2022-09-15T03:49:00.946Z,2022-09-29T03:49:00.946Z,2000000,6584208.138876012,Platform Contributor,Tier 4,60000,0x9243C7F89737775413b55DcB3D9237Cb20618a3b,[object Object],0x5DB718f777500493593A140eDa8b25d10950E0cE,0,0,60000,60000,Thu Sep 29 2022 03:49:00 GMT+0000 (Coordinated Universal Time),Tue Mar 28 2023 03:49:00 GMT+0000 (Coordinated Universal Time),,,
479bbd40-346a-11ed-b361-67b98a1da2c8,bafkreihc7npdckle3axs2twm2ywkyv2pqqoijjryylew4mrsltdxqul2cy,0xd5e9ef1cedad0d135d543d286a2c190b16cbb89e,NFT World City Games and Comedy Club,enacted,2022-09-14T20:17:00.092Z,2022-09-28T20:17:00.088Z,4000000,4688683.201457248,Content Creator,Tier 5,120000,0x79fF1B31D61c73f993e0743897eA4B51E53C4e1b,[object Object],0x9A78B7a9b0d44A1139B3C1568bF02873db2a363C,0,0,120000,120000,Wed Sep 28 2022 20:17:00 GMT+0000 (Coordinated Universal Time),Mon Mar 27 2023 20:17:00 GMT+0000 (Coordinated Universal Time),,,
71b1f7f0-3273-11ed-b361-67b98a1da2c8,bafkreiawavy4qfpphnlmwa5eajt24mqs6bxfayhw2uuvspndfsz4wpl664,0x364811363c698cb1c46de4f11ccdec96fbac9991,"Info screens, with jump to parcel function. IRL PR. 10% of revenue for DL.",rejected,2022-09-12T08:18:00.847Z,2022-09-19T08:18:00.847Z,1000000,1231174.228630014,Platform Contributor,Tier 2,3000,0x364811363c698Cb1c46De4F11CcdEC96FBac9991,,,,,,,,,,,
cb035b60-3146-11ed-b361-67b98a1da2c8,bafkreiethjk3kjdcbp4tsbnrihhdifuex34fxsg2razmejkgw5a4jabiwu,0xee9a8b81b85e23c101776a8580d73002dc4d8915,"Expanding Ethermon District RPG Play-to-Earn Gameplay [Guilds, Quests & PvP]",rejected,2022-09-10T20:26:00.182Z,2022-09-24T20:26:00.181Z,8000000,4657835.748343935,Gaming,Tier 6,240000,0xEe9A8b81B85e23c101776a8580D73002Dc4d8915,,,,,,,,,,,
6d557e30-305b-11ed-b361-67b98a1da2c8,bafkreicjee7va5mgqeoaftjzfkv2sfbsrk2wa5a4qyezmjjqxv3ry2hxpm,0x17a6ba0b9cc209ec061ba117769ec7e9a30a0952,DigifunDAO：Introduce more designers into DCL,rejected,2022-09-09T16:21:00.283Z,2022-09-16T16:21:00.281Z,1000000,2515079.848648053,Content Creator,Tier 2,3000,0xf2fba890F3e1E0e7c1a9B8307cD993dEea22422e,,,,,,,,,,,
7f3dbf70-3030-11ed-b361-67b98a1da2c8,bafkreiclxw6oma2bdpkvedcvdehknw7o2fwe7fkrg7zgdcrx426ca6pjru,0x6de1ac36fd4c11af0fbeab1dd12c4fecbbabd8c1,Temple,rejected,2022-09-09T11:13:00.967Z,2022-09-23T11:13:00.960Z,2000000,3378054.4590072148,Gaming,Tier 4,60000,0xf623426977147666aC678Aa8b398ed21be822a11,,,,,,,,,,,
13ae79a0-3028-11ed-b361-67b98a1da2c8,bafkreifhigyjtuexebmgt6ajc7gqi4bcrgtas53j4vzzw6lpoyvncxmapa,0x9c51088e68904aeca960999824eb67ab02ca5659,EDUCATIONAL RADIO  PROGRAMMES AND  SEMINARS ON DECENTRALAND.,rejected,2022-09-09T10:13:00.538Z,2022-09-16T10:13:00.537Z,1000000,1230140.62100651,Community,Tier 1,1400,0xF2C997f32629a02E537eF5C9CB7e4B32292e623c,,,,,,,,,,,
efa07010-2f58-11ed-b361-67b98a1da2c8,bafkreidzgc3t3i35hiqwzdpbmnkiy2m3rzrevytawvzu2tacfaevyvcmca,0x06c5a46025d3dcee9f244172ad17b97339a9f321,Building San Fransisco City Hall for weddings in Decentraland,rejected,2022-09-08T09:30:00.225Z,2022-09-15T09:30:00.224Z,1000000,1236740.0841970076,Community,Tier 2,3000,0x06C5A46025d3dCEe9F244172AD17b97339A9F321,,,,,,,,,,,
c2432ca0-2f1e-11ed-b361-67b98a1da2c8,bafkreidu6mgnarcn3iuywiry5ky5fzprmuj3o2zuf7cz2iu3qnkyx5p4wi,0xbd03add5da0e173c67c9c1073ffba017147c42d4,Decentraland NOW - Expansion,enacted,2022-09-08T02:34:00.306Z,2022-09-15T02:34:00.288Z,1000000,2797462.0633819206,Content Creator,Tier 3,5000,0xBD03aDd5da0e173C67C9C1073FFBA017147c42d4,[object Object],0xb5A667340f5da8a82251D6e4604A069066935473,2315.10628279321,24.596875,4629.89371720679,6945,Thu Sep 15 2022 02:34:00 GMT+0000 (Coordinated Universal Time),Wed Dec 14 2022 02:34:00 GMT+0000 (Coordinated Universal Time),,,
9a9c4f70-2e50-11ed-b361-67b98a1da2c8,bafkreigks2ilhrldgauw4fpzsosa2ameo35phrvias6crc3ng6xyui2r6q,0xdef79f2b0e466260b1e87264d327d03de0eac50c,Create a Phygital environment to unite artists from latam and Decentraland,enacted,2022-09-07T01:58:00.455Z,2022-09-21T01:58:00.454Z,2000000,4513890.94396763,Content Creator,Tier 4,12000,0xdEF79f2b0e466260B1E87264d327d03De0EAc50c,[object Object],0xB72a5Bf82230EF030D6185CBd0fF970a9Ff78F1C,0,0,12000,12000,Wed Sep 21 2022 01:58:00 GMT+0000 (Coordinated Universal Time),Mon Mar 20 2023 01:58:00 GMT+0000 (Coordinated Universal Time),,,
c7b01920-2e0e-11ed-b361-67b98a1da2c8,bafkreia5gabqzk34brcqw34wktdhmdjyezzj75n3w3cpjr3zcldlnwk6z4,0xd6e62a97a55537cd04847bb73e22208bd20106aa,DCL Virtual Library - Gamifying Education,enacted,2022-09-06T18:07:00.298Z,2022-09-20T18:07:00.296Z,2000000,3409421.872117712,Community,Tier 4,59600,0x6a8A014De91d50BA053E43bDe0eaf30D41CbB5f7,[object Object],0x347CD5870E75b4E6a52080bEf4952b6B23A17C25,0,0,59600,59600,Tue Sep 20 2022 18:07:00 GMT+0000 (Coordinated Universal Time),Sun Mar 19 2023 18:07:00 GMT+0000 (Coordinated Universal Time),,,
f67f9bc0-2dfc-11ed-b361-67b98a1da2c8,bafkreigkzvracgdi4vdm2arx7b65rl45lay7keqpdinpvsloughzonlmaa,0x5ce9fb617333b8c5a8f7787710f7c07002cb3516,Dice Masters Development & Expansion,enacted,2022-09-06T16:00:00.893Z,2022-09-20T16:00:00.891Z,8000000,10120835.517069384,Gaming,Tier 6,240000,0x12B0D322949273e5D622fFB0Cb387A3b75C0d2dd,[object Object],0xaA2E3a3D1492E3dD7618BE0Dc57f6Ba73Ba17342,0,0,240000,240000,Tue Sep 20 2022 16:00:00 GMT+0000 (Coordinated Universal Time),Sun Mar 19 2023 16:00:00 GMT+0000 (Coordinated Universal Time),,,
d1802450-2d90-11ed-ac99-5bece7edccd0,bafkreidosqf3mplhxemt5picfxvfjqpjd6nqxuldboysr6v5lhksx52p6i,0x9381caa558f19a821a2360c59fdf3db60c09ff52,Exodus: Goodbye World Development,rejected,2022-09-06T03:05:00.173Z,2022-09-20T03:05:00.172Z,8000000,2966217.2338470034,Gaming,Tier 6,240000,0x5117571b0BEc00372CE00870ad8E523C704a78b7,,,,,,,,,,,
86b776a0-2a64-11ed-ac99-5bece7edccd0,bafkreicmvemkqvwy2uwzkr6s3ypq4rutql2z3hkoznlk7ikljmaktxxzkq,0xd4076b05a720d263993bc5801d74692d1588c68a,Decentraland Explorer’s Challenges,rejected,2022-09-02T02:11:00.362Z,2022-09-09T02:11:00.361Z,1000000,1412382.4961664046,Gaming,Tier 3,5000,0xD4076B05a720d263993BC5801d74692D1588C68A,,,,,,,,,,,
f11948d0-28d3-11ed-ac99-5bece7edccd0,bafkreibk7p5xxilphorkgwf6wz2f2csub7obsky7p4wojflvn4zmgbs5xy,0xcee6d424fbfab72c63d0d067ba3decc11a633c09,i wanna add a free harrypotter land in this which would consist of same rides US,rejected,2022-08-31T02:23:00.653Z,2022-09-07T02:23:00.652Z,1000000,7198034.160355467,Gaming,Tier 2,3000,0xCeE6d424FbfAb72c63d0D067BA3DEcc11a633c09,,,,,,,,,,,
6f57fcd0-2877-11ed-ac99-5bece7edccd0,bafkreicqqgwei2ztltbrmpep76yxwokil3q6rvvczvplconv6gchf6jnou,0x4a763f2d801906c321a9a46b3cc137c3439b59fa,"The mobile game QUANTUMSPACE,  portal  in the NFT Galleryu QUANTUMSPACE in DCL.",rejected,2022-08-30T15:21:00.261Z,2022-09-13T15:21:00.260Z,8000000,3709745.0588941807,Gaming,Tier 6,240000,0x4A763F2d801906c321a9A46B3cC137C3439b59fA,,,,,,,,,,,
13e979f0-27dc-11ed-ac99-5bece7edccd0,bafkreiabe5kebce6dm2yxbesjgjjaz6tskbkw5a42a2f7wlbcpsuqac2qq,0xc24789c6f165329290ddd3fbeac3b6842a294003,Community Module: Solitaire,enacted,2022-08-29T20:49:00.871Z,2022-09-05T20:49:00.869Z,1000000,1035402.6330863028,Gaming,Tier 2,3000,0xC24789C6f165329290Ddd3fBEac3b6842a294003,[object Object],,,,,,,,0x45a095277445c5c93aa6113ad83727ce79a32f3dad3592305864c5d6abf45c3e,2022-09-14T15:19:55Z,4000
960e72c0-27d5-11ed-ac99-5bece7edccd0,bafkreidpk42hxdx5wh3hdjx7h5llwmdwjofz4nyjcljj7uwqyrepdjxxr4,0xbc9fd37929f8c0c215e4f3690c3920e69993f7c4,Oroboros landing by DCL Season 1 & 2 / Partenership Coordination 4 vote,rejected,2022-08-29T20:03:00.740Z,2022-09-05T20:03:00.738Z,1000000,1985944.183700606,Community,Tier 2,3000,0xBc9fd37929f8C0c215e4F3690C3920e69993F7c4,,,,,,,,,,,
0c0fbc20-25cb-11ed-ac99-5bece7edccd0,bafkreia4smcmootpyaoei6z7f56eiz6e6bhi45bhyiinpunsktcmdhnz6a,0x017fbadca2dbc267bb046624f23831662a6fd718,Butterfly Prawn Farm,enacted,2022-08-27T05:42:00.930Z,2022-09-10T05:42:00.929Z,4000000,6428065.018996816,Gaming,Tier 5,120000,0x017fBaDCA2Dbc267Bb046624F23831662A6Fd718,[object Object],0xe40Db7087B4c866741996C163cE0eF173DCcC56B,0,23459.71450617284,120000,120000,Sat Sep 10 2022 05:42:00 GMT+0000 (Coordinated Universal Time),Thu Mar 09 2023 05:42:00 GMT+0000 (Coordinated Universal Time),,,
0e747070-2565-11ed-ac99-5bece7edccd0,bafkreih7iazu7thme5gvnrmqrbayax6uqhrx7m5kur5apv4fxrijhxdyk4,0x11cbb078596e5100f4cbb999c5c9b69ca2ff6477,Strategy & Finance Squad,rejected,2022-08-26T17:32:00.280Z,2022-09-09T17:32:00.279Z,4000000,2826409.287716906,Community,Tier 5,120000,0x11cbB078596E5100F4cbB999c5C9b69cA2FF6477,,,,,,,,,,,
37c29390-2447-11ed-b4a9-178eb7bc02f5,bafkreibe6ccznfrgjo3z42blb2crskbpdbeda2fihx27l6lhwfgknp6cna,0x5a6c1afa7d14fd608af17d7e58e8db52df5d66ea,Return to Green,rejected,2022-08-25T07:26:00.513Z,2022-09-08T07:26:00.512Z,8000000,3906070.6084913793,Community,Tier 6,240000,0x5A6C1AFa7d14FD608af17d7e58e8DB52DF5d66Ea,,,,,,,,,,,
40659800-23eb-11ed-b4a9-178eb7bc02f5,bafkreihixotyfghwvsbhfn4f2a4uubwqder4fsuate7jbiwoh7tfk6ossq,0xbd03add5da0e173c67c9c1073ffba017147c42d4,DCL Highlights - Expansion & Long-Term Commitment,rejected,2022-08-24T20:28:00.304Z,2022-09-07T20:28:00.301Z,2000000,1920208.7205018173,Content Creator,Tier 4,58320,0xBD03aDd5da0e173C67C9C1073FFBA017147c42d4,,,,,,,,,,,
0f9a4300-23c9-11ed-b4a9-178eb7bc02f5,bafkreigbwwa4ixdl6l3ezyha4uma76pkyv7rwih3awtakuxpshy6suxp4i,0xc3e3d13d98b84e1808c4145355c0cade20a2fc98,An Immersive In-World Marketplace Proposal,enacted,2022-08-24T16:23:00.552Z,2022-09-07T16:23:00.550Z,8000000,13094984.612918315,Content Creator,Tier 6,240000,0x5F2ABE4d5313D6818e1eecEF8cCD172217e07e05,[object Object],0x57eC4be989D6851205D94603eE9B97083D668679,0,0,0,0,Wed Sep 07 2022 16:23:00 GMT+0000 (Coordinated Universal Time),Mon Mar 06 2023 16:23:00 GMT+0000 (Coordinated Universal Time),,,
56e0a3b0-2303-11ed-b4a9-178eb7bc02f5,bafkreidgglkakp5xrnynuly4kxs4rcvdxudlww7mmdarcc53u7q3oiaifq,0xeb0b44525df3de89c7d915d6728c6404e65253e9,Decentral Comedy Promo at Skankfest Vegas/Backstage Access to Skankfest for DCL,enacted,2022-08-23T16:47:00.779Z,2022-09-06T16:47:00.779Z,4000000,8453862.478718163,Content Creator,Tier 5,88500,0x20D9838616659e174d4937eE9E7738c032c3a881,[object Object],0xfDb19E60E71cb8CcdEA7F8427DC2056074ef2Aa2,17310.826485339505,1730.3252314814815,71189.17351466049,88500,Tue Sep 06 2022 16:47:00 GMT+0000 (Coordinated Universal Time),Sun Mar 05 2023 16:47:00 GMT+0000 (Coordinated Universal Time),,,
42cc9f20-2239-11ed-b4a9-178eb7bc02f5,bafkreiax3kr3nuchcpxlzt2ydft73lyiyh2c7vgvbqsgwrp7uivzu4tsnq,0x65813baedfd68029af5382672b0e4dd2e6f27952,DCL Closet - Advanced Backpack Features,enacted,2022-08-22T16:41:00.754Z,2022-09-05T16:41:00.753Z,2000000,3486955.5806017253,Platform Contributor,Tier 4,25000,0x65813BaeDfD68029af5382672b0e4Dd2E6f27952,[object Object],0x64f50Cf02f79416f6bc0675E31f7601A15B1ea92,4983.254565329218,535.0694444444445,20016.745434670782,25000,Mon Sep 05 2022 16:41:00 GMT+0000 (Coordinated Universal Time),Sat Mar 04 2023 16:41:00 GMT+0000 (Coordinated Universal Time),,,
465154c0-2157-11ed-b4a9-178eb7bc02f5,bafkreidwia5s7beb7lizn5krwkh7g4x5bqhtqm5pef5lnktdzl65eysyvy,0x4c41c164d7b601d8809643767aca6ce1ed31a2d6,Wearable Advertising Space Facility & Decentraland Loyalty Points Programme,rejected,2022-08-21T13:43:00.396Z,2022-09-04T13:43:00.395Z,4000000,3652660.8178227316,Platform Contributor,Tier 5,73000,0x4c41c164d7b601d8809643767aca6ce1ed31a2d6,,,,,,,,,,,
1c31fb10-2119-11ed-b4a9-178eb7bc02f5,bafkreia65x4v5k6bdtfy2yof5v3wue2b7h7m6okshfg4upptaq4sok7zmq,0x09bc69a986e1b37fb01ef36124f4c2e14fa0ab6b,Royalty-free audio clip library for land builders in Decentraland,enacted,2022-08-21T06:18:00.930Z,2022-08-28T06:18:00.928Z,1000000,3626363.90732643,Content Creator,Tier 3,4569,0x09bc69A986e1b37fB01EF36124f4c2E14fA0ab6B,[object Object],0xC88EF8128b9cb960aF4d8C5e2DE006276d98E632,2702.6755313786007,557.5308148148148,3389.3244686213993,6092,Sun Aug 28 2022 06:18:00 GMT+0000 (Coordinated Universal Time),Sat Nov 26 2022 06:18:00 GMT+0000 (Coordinated Universal Time),,,
a70d0a50-1e75-11ed-9342-4f244be49f84,bafkreigz46ke2q555u5wrzpos2u2xtok57vviajlhjdwzlnjtb5ox4r43u,0x8b7c37671f37db95e9d84714f7a4464d552aa0ea,Decentraland IRL Meetup at MCON 2022,enacted,2022-08-17T21:43:00.101Z,2022-08-24T21:43:00.100Z,1000000,2396301.8130522976,Community,Tier 2,3000,0x8b7c37671f37Db95e9d84714f7A4464d552aa0EA,[object Object],,,,,,,,0xf7e64f4504174f40e5ddd589c28f218fd99bd6214f3014dba2d87727fecaf63e,2022-08-27T02:41:54Z,3750
309483d0-1b4b-11ed-96c7-2fa07c6df25b,bafkreid57scyy6dchawxehh5qyjhqxkygw4znie3uuy5gowylkbhuk33re,0x2f1a5c8523839c2d0692f7c89116fb067b77a532,"Nexus Market District Build-Out, Phase 1",rejected,2022-08-13T21:02:00.989Z,2022-08-27T21:02:00.988Z,2000000,2309009.221475176,Content Creator,Tier 4,60000,0x2F1a5C8523839c2d0692f7C89116fb067B77A532,,,,,,,,,,,
