Date,Wallet,Network,Type,Tag,Amount,Token,USD Amount,USD Fee,Sender,Transfer From,Transfer To,Block,Hash,Contract
2023-12-31T21:32:47.000Z,Aragon Agent,Ethereum,IN,OpenSea,0.00925,ETH,21.204885,0,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,0x9a6ebe7e2a7722f8200d0ffb63a1f6406a0d7dce,18908159,0x599532a3c49c4140cca11d16df10bda6f78825ffa14d269b68a1420c9d10d3dc,
2023-12-31T19:30:11.000Z,Aragon Agent,Ethereum,IN,NAME fee :: MINT,100,MANA,51.5931,0,0x61afc36b10a8a2f113de1095f7ea801a9567d528,0x61afc36b10a8a2f113de1095f7ea801a9567d528,0x9a6ebe7e2a7722f8200d0ffb63a1f6406a0d7dce,18907553,0x2715d87293ff06a940363b74b95fd248e000f0bac4867ea54abb3e9a78b52d68,0x0f5d2fb29fb7d3cfee444a200298f468908cc942
2023-12-31T13:43:10.000Z,DAO Committee,Polygon,IN,Curation Fee,190.9784237160368,MANA,98.53168912623858,0,0xed0e0cb94f60f72ec94bef848f5df4cbd365af1d,0xed0e0cb94f60f72ec94bef848f5df4cbd365af1d,0xb08e3e7cc815213304d884c88ca476ebc50eaab2,51780582,0x351f6a4baf25e6f9b1d3f96e2c7ce6a447f2e0a3963a78e16f573aed74e5fa0c,0xa1c57f48f0deb89f569dfbe6e2b7f46d33606fd4
2023-12-31T11:59:10.000Z,DAO Committee,Polygon,IN,MATIC Marketplace,0.4,MANA,0.2063724,0,0x4fd39c9e151e50580779bd04b1f7ecc310079fd3,0x4fd39c9e151e50580779bd04b1f7ecc310079fd3,0xb08e3e7cc815213304d884c88ca476ebc50eaab2,51777656,0x752a27a7f1c5b0298b7a0712ac61c0b5bcc4b34e9d79724f0abd8827bc30a0c4,0xa1c57f48f0deb89f569dfbe6e2b7f46d33606fd4
2023-12-31T11:57:52.000Z,DAO Committee,Polygon,IN,MATIC Marketplace,0.15,MANA,0.07738965,0,0xfb619505d9175137b2acd4ea10ef776db77cb506,0xfb619505d9175137b2acd4ea10ef776db77cb506,0xb08e3e7cc815213304d884c88ca476ebc50eaab2,51777619,0x8431d30d62b22ad7ca502f126f925cc8cdb7ce42c285b2d70a954f539f2c8ee9,0xa1c57f48f0deb89f569dfbe6e2b7f46d33606fd4
2023-12-31T11:56:34.000Z,DAO Committee,Polygon,IN,MATIC Marketplace,3.75,MANA,1.93474125,0,0x4fd39c9e151e50580779bd04b1f7ecc310079fd3,0x4fd39c9e151e50580779bd04b1f7ecc310079fd3,0xb08e3e7cc815213304d884c88ca476ebc50eaab2,51777583,0x924e5303c7e08fe41c1b22464977d8e6069eeef2db2cd8ff5bea45fb7d16a63a,0xa1c57f48f0deb89f569dfbe6e2b7f46d33606fd4
2023-12-31T11:00:47.000Z,DAO Committee,Polygon,IN,OpenSea,0.0175,MATIC,0,0,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,0x00000000000000adc04c56bf30ac9d3c0aaf14dc,0xb08e3e7cc815213304d884c88ca476ebc50eaab2,51776008,0x9ffbcd3825afb9e3aa55e5750de20cf8e964cbc45e5e8a5484361b902f423652,
2023-12-31T10:42:34.000Z,DAO Committee,Polygon,IN,MATIC Marketplace,0.125,MANA,0.064491375,0,0xa24793319d07844ebbee32f76b41e85bf81321d4,0xa24793319d07844ebbee32f76b41e85bf81321d4,0xb08e3e7cc815213304d884c88ca476ebc50eaab2,51775505,0xd0a320f587210a33c8ed3f34e64889478bd33dac52ffd03d60e1e01f6026cadf,0xa1c57f48f0deb89f569dfbe6e2b7f46d33606fd4
2023-12-31T06:10:59.000Z,Aragon Agent,Ethereum,IN,OpenSea,0.0003125,WETH,0.7147312499999999,0,0xbee89239a6678051356cccb0838735329e11fe22,0xbee89239a6678051356cccb0838735329e11fe22,0x9a6ebe7e2a7722f8200d0ffb63a1f6406a0d7dce,18903592,0xc2e95ddc47c8b445328087587285755cab509e1169e364b3927b2a66f1bccdd6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
2023-12-31T06:10:35.000Z,Aragon Agent,Ethereum,IN,OpenSea,0.0003125,WETH,0.7147312499999999,0,0xbee89239a6678051356cccb0838735329e11fe22,0xbee89239a6678051356cccb0838735329e11fe22,0x9a6ebe7e2a7722f8200d0ffb63a1f6406a0d7dce,18903590,0xfed6cd4f532fceb283cf0d79bcb59635053bc5678b8dd97c447ba5a787c8bbe9,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
2023-12-31T06:10:11.000Z,Aragon Agent,Ethereum,IN,OpenSea,0.00025,WETH,0.571785,0,0xbee89239a6678051356cccb0838735329e11fe22,0xbee89239a6678051356cccb0838735329e11fe22,0x9a6ebe7e2a7722f8200d0ffb63a1f6406a0d7dce,18903588,0x6e10945dcb637879839c67552b451c9c161361afc6b0e2561fb008d8f2c6dc9b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
2023-12-31T05:53:11.000Z,Aragon Agent,Ethereum,IN,OpenSea,0.0003125,WETH,0.7147312499999999,0,0xbee89239a6678051356cccb0838735329e11fe22,0xbee89239a6678051356cccb0838735329e11fe22,0x9a6ebe7e2a7722f8200d0ffb63a1f6406a0d7dce,18903503,0x93f1bbaf6b7cac83793d0ec3a3ced0a3cb0ed6d6583c3b15bdc432684976ab5d,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
2023-12-31T05:52:23.000Z,Aragon Agent,Ethereum,IN,OpenSea,0.0003125,WETH,0.7147312499999999,0,0xbee89239a6678051356cccb0838735329e11fe22,0xbee89239a6678051356cccb0838735329e11fe22,0x9a6ebe7e2a7722f8200d0ffb63a1f6406a0d7dce,18903499,0xf27aad89d33b6d72d41b3f40613cee59b08d6e3adee62f57fe517abe875f165e,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
2023-12-31T05:51:47.000Z,Aragon Agent,Ethereum,IN,OpenSea,0.0003125,WETH,0.7147312499999999,0,0xbee89239a6678051356cccb0838735329e11fe22,0xbee89239a6678051356cccb0838735329e11fe22,0x9a6ebe7e2a7722f8200d0ffb63a1f6406a0d7dce,18903496,0x9de4f83eefbac1967f9d7cfe3b9deb14aed3249164e673892dce9b2634daf073,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
2023-12-31T05:51:23.000Z,Aragon Agent,Ethereum,IN,OpenSea,0.0003125,WETH,0.7147312499999999,0,0xbee89239a6678051356cccb0838735329e11fe22,0xbee89239a6678051356cccb0838735329e11fe22,0x9a6ebe7e2a7722f8200d0ffb63a1f6406a0d7dce,18903494,0x35464414983d7873d98fc2f00660e72f390364f3ad40931d9155c8effc7fd6ca,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
2023-12-31T05:50:47.000Z,Aragon Agent,Ethereum,IN,OpenSea,0.0003125,WETH,0.7147312499999999,0,0xbee89239a6678051356cccb0838735329e11fe22,0xbee89239a6678051356cccb0838735329e11fe22,0x9a6ebe7e2a7722f8200d0ffb63a1f6406a0d7dce,18903491,0x57cc59947f484f10c33e3a60b5976eeafac7dbe27d7dea9faaf03e3d0a1dd6bd,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
2023-12-31T05:50:11.000Z,Aragon Agent,Ethereum,IN,OpenSea,0.0003125,WETH,0.7147312499999999,0,0xbee89239a6678051356cccb0838735329e11fe22,0xbee89239a6678051356cccb0838735329e11fe22,0x9a6ebe7e2a7722f8200d0ffb63a1f6406a0d7dce,18903488,0x9891bbab04b67f32d75cdfc22d9ff4017631dae9439f6f9d35e46a2be6b35f79,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
2023-12-31T05:49:11.000Z,Aragon Agent,Ethereum,IN,OpenSea,0.0003125,WETH,0.7147312499999999,0,0xbee89239a6678051356cccb0838735329e11fe22,0xbee89239a6678051356cccb0838735329e11fe22,0x9a6ebe7e2a7722f8200d0ffb63a1f6406a0d7dce,18903484,0x712f4010d2e66223668e343c4783ff59e4060458c991c6ba44e3197bd2d7ec23,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
2023-12-31T04:33:15.000Z,DAO Committee,Polygon,IN,MATIC Marketplace,0.075,MANA,0.038694825,0,0x09bc69a986e1b37fb01ef36124f4c2e14fa0ab6b,0x09bc69a986e1b37fb01ef36124f4c2e14fa0ab6b,0xb08e3e7cc815213304d884c88ca476ebc50eaab2,51765184,0xaa13b39a2b21ef570b9ac898d7ffca173a86c2e6641ff18891cfbb0cc746bff2,0xa1c57f48f0deb89f569dfbe6e2b7f46d33606fd4
2023-12-31T03:40:08.000Z,DAO Committee,Polygon,IN,MATIC Marketplace,0.125,MANA,0.064491375,0,0x9b818b5bd476ce12c13df5c6a215ca04e8ad7c14,0x9b818b5bd476ce12c13df5c6a215ca04e8ad7c14,0xb08e3e7cc815213304d884c88ca476ebc50eaab2,51763723,0xf01f015c7e21f464bb6e43ecc9f635d044f7bb3779783f4c35222f641030fe12,0xa1c57f48f0deb89f569dfbe6e2b7f46d33606fd4
2023-12-31T02:12:59.000Z,Aragon Agent,Ethereum,IN,NAME fee :: MINT,100,MANA,51.5931,0,0xc2877b05cfe462e585fe3de8046f7528998af6f1,0xc2877b05cfe462e585fe3de8046f7528998af6f1,0x9a6ebe7e2a7722f8200d0ffb63a1f6406a0d7dce,18902411,0xef6606f72881436d299318360ffb980159bebf57a6dc9eb61932e06ab806f403,0x0f5d2fb29fb7d3cfee444a200298f468908cc942
2023-12-30T23:49:55.000Z,DAO Committee,Polygon,IN,MATIC Marketplace,1.5,MANA,0,0,0x09bc69a986e1b37fb01ef36124f4c2e14fa0ab6b,0x09bc69a986e1b37fb01ef36124f4c2e14fa0ab6b,0xb08e3e7cc815213304d884c88ca476ebc50eaab2,51757363,0x3ec012c4f0eb2622e4df18eb6f120fc920bb2398040e4fd9fb75c2101ebfac1c,0xa1c57f48f0deb89f569dfbe6e2b7f46d33606fd4
2023-12-30T22:41:35.000Z,DAO Committee,Polygon,IN,MATIC Marketplace,0.375,MANA,0,0,0xa23aa5fce659a828ab52d62a708e29e3347b9eb7,0xa23aa5fce659a828ab52d62a708e29e3347b9eb7,0xb08e3e7cc815213304d884c88ca476ebc50eaab2,51755490,0x353ec942470edda060a15215f9cdf1e5e33880b94433ca88197da77c9056d262,0xa1c57f48f0deb89f569dfbe6e2b7f46d33606fd4
2023-12-30T20:43:25.000Z,DAO Committee,Polygon,IN,MATIC Marketplace,0.125,MANA,0,0,0xd6eff8f07caf3443a1178407d3de4129149d6ef6,0xd6eff8f07caf3443a1178407d3de4129149d6ef6,0xb08e3e7cc815213304d884c88ca476ebc50eaab2,51752245,0xdb1a9ddeacad3c5af27d017b5dad1c8444e4384ccc245b7284291ccd200be188,0xa1c57f48f0deb89f569dfbe6e2b7f46d33606fd4
2023-12-30T20:11:48.000Z,DAO Committee,Polygon,IN,MATIC Marketplace,0.375,MANA,0,0,0x6f7f123b86e85dc30dc3bfdba20c4c5ed0bede1a,0x6f7f123b86e85dc30dc3bfdba20c4c5ed0bede1a,0xb08e3e7cc815213304d884c88ca476ebc50eaab2,51751360,0x339e0db90c94bbc31974553aab23366ccb6adf8a9fc66ef983cb7ccef0f5f241,0xa1c57f48f0deb89f569dfbe6e2b7f46d33606fd4
