Member,Total VP,MANA VP,LAND VP,NAMES VP,Delegated VP,L1 Wearables VP,Rental VP,Has Delegated,Delegate,Has Delegators,Delegators Amount,Delegators,Avatar Preview
0x4663418e016a66facb0ab8db1ba187331edddf3d,24.288381010000002,24.288381010000002,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x4663418e016a66facb0ab8db1ba187331edddf3d
0xd3a20fc89141f20c003f4ee8a9c9c19c16353bd6,6000,0,6000,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0xd3a20fc89141f20c003f4ee8a9c9c19c16353bd6
0x5e26c64f4e175a4b576dff305b6b5fadfed29aed,0.25,0.25,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x5e26c64f4e175a4b576dff305b6b5fadfed29aed
0x6e8f9e7961d30a435114ee5793614be7040f1210,217.15422999999998,117.15423,0,100,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x6e8f9e7961d30a435114ee5793614be7040f1210
0xf7db1796ee8603f3a5de43793581e038027fb9fb,2112,0,2000,100,0,12,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0xf7db1796ee8603f3a5de43793581e038027fb9fb
0x02ede19bfecb5e8681bb2df5070e8192575371af,6.52621547,6.52621547,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x02ede19bfecb5e8681bb2df5070e8192575371af
0x6e5d16b57e8ba136683089ea6c3d30c08b209bc5,100,0,0,100,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x6e5d16b57e8ba136683089ea6c3d30c08b209bc5
0x33fc2be5563e3c02a3e127f01bbd71db472aa613,13.60323887,13.60323887,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x33fc2be5563e3c02a3e127f01bbd71db472aa613
0x3b57b98bc58b4672c21925c687fa55be451dc12b,0,0,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x3b57b98bc58b4672c21925c687fa55be451dc12b
0x1235f2cff557ab15f8c37132e7c1f3956b716577,0.85,0.85,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x1235f2cff557ab15f8c37132e7c1f3956b716577
0x4ced430894532e670e016f8dbbb7d08f7965a46c,225,0,0,100,0,125,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x4ced430894532e670e016f8dbbb7d08f7965a46c
0x2f70684fc63efd20734a226c3347d751e84014cb,127.86976347,127.86976347,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x2f70684fc63efd20734a226c3347d751e84014cb
0x0506d39effcaefbc632cbe72c36c4d64759a665f,192.84305990584812,12.843059905848133,0,100,0,80,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x0506d39effcaefbc632cbe72c36c4d64759a665f
0x8c775808fffbb99208452698bc619cf9d07d8b2e,0.25702108460675926,0.25702108460675926,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x8c775808fffbb99208452698bc619cf9d07d8b2e
0xc93fd53fe36e512d8d49c2a522a045e9abdcc300,25.09477739015561,25.09477739015561,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0xc93fd53fe36e512d8d49c2a522a045e9abdcc300
0x62d9bc0ef5eb81caa82cde6fd1d9e2dc6c53d135,6.32411067,6.32411067,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x62d9bc0ef5eb81caa82cde6fd1d9e2dc6c53d135
0xa087403b32e6f48ad2477338c439f3633eac2d2a,58.20267364069984,58.20267364069984,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0xa087403b32e6f48ad2477338c439f3633eac2d2a
0x71432eb17d757a40c1ba23dcef6d12faee13ef9f,0,0,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x71432eb17d757a40c1ba23dcef6d12faee13ef9f
0x4cfdd6a53184ab9bfe75f815d3cfd59661cd7939,100.03403174692971,0.03403174692971262,0,100,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x4cfdd6a53184ab9bfe75f815d3cfd59661cd7939
0x2109bfbe707c84876c79698e761232a0eb4a21ce,100,0,0,100,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x2109bfbe707c84876c79698e761232a0eb4a21ce
0x8d4332c3534dd5bc2e592542f7eed045be019932,191.70239064,191.70239064,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x8d4332c3534dd5bc2e592542f7eed045be019932
0xa25606da9cf1ff827ac4c6289891cffbb9f03720,0,0,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0xa25606da9cf1ff827ac4c6289891cffbb9f03720
0xf7351979c5a1387410af6fa7f386a8e1382ed6bd,4.062866452343378,4.062866452343378,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0xf7351979c5a1387410af6fa7f386a8e1382ed6bd
0x5880130367f40b7999a4fb04f23abb2004a2a157,200,200,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x5880130367f40b7999a4fb04f23abb2004a2a157
0x01f4656464aa02e10a48b2e3ee8117749f1cabea,2000,0,2000,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x01f4656464aa02e10a48b2e3ee8117749f1cabea
0x765704ba0e0675a5a2a1916d23063e1fe299534d,2000,0,2000,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x765704ba0e0675a5a2a1916d23063e1fe299534d
0x7abe70215d3f7c823ce970379169823c02efe4cf,8999.02809475,899.02809475,8000,100,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x7abe70215d3f7c823ce970379169823c02efe4cf
0x43b7a5912528434aa27163feb26dd586d488abf8,0,0,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x43b7a5912528434aa27163feb26dd586d488abf8
0x5a085a5d5cf35d778cfd428fe347c6c47b2c8d87,100,0,0,100,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x5a085a5d5cf35d778cfd428fe347c6c47b2c8d87
0x5f9bd1a4b7fac51ca7d4620a0ec7eb02e753f7bd,3.681713603091814,3.681713603091814,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x5f9bd1a4b7fac51ca7d4620a0ec7eb02e753f7bd
0xcfceaa31020333756bb66f9842427efa32f668e0,0.37614925263856,0.37614925263856,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0xcfceaa31020333756bb66f9842427efa32f668e0
0xe10a9ffad9fcc7f685ff18bcb8957f0e9379e21c,11.145782028641683,1.1457820286416827,0,0,0,10,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0xe10a9ffad9fcc7f685ff18bcb8957f0e9379e21c
0xbe351c61f8777d0268144748c92b18b7e5fb5761,110,0,0,100,0,10,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0xbe351c61f8777d0268144748c92b18b7e5fb5761
0x7ca9212b3b9640dcbe866f86b8601e5beb666648,3.00001,3.00001,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x7ca9212b3b9640dcbe866f86b8601e5beb666648
0x7a2eb856bb13d3be9caa2e06906ac0cd97a2204e,9.99999997158e-7,9.99999997158e-7,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x7a2eb856bb13d3be9caa2e06906ac0cd97a2204e
0x4580eb35894528525c75f7383bea86b4a1bfc737,0,0,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x4580eb35894528525c75f7383bea86b4a1bfc737
0xb9e62c014d644aebde25c253d0d8e3a40c83de47,0,0,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0xb9e62c014d644aebde25c253d0d8e3a40c83de47
0x8c2e843664be468522769b0d1b3b604a17962249,35.55746528938195,35.55746528938195,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x8c2e843664be468522769b0d1b3b604a17962249
0x48fae920b92b9408f88619ff5c217ecebaf563b8,1.6551867635687851,1.6551867635687851,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x48fae920b92b9408f88619ff5c217ecebaf563b8
0x6927c0d95d0f7e63292c70d6c7d20e4cbee8f887,0,0,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x6927c0d95d0f7e63292c70d6c7d20e4cbee8f887
0xc0cb4c7a115dc51de86db9eedeff88174517d5ca,1.4,1.4,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0xc0cb4c7a115dc51de86db9eedeff88174517d5ca
0x7de4ffa6081d4c1109979418343d6efbd2343f88,0,0,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x7de4ffa6081d4c1109979418343d6efbd2343f88
0x1c7bc7ef78971d0ad32b782b842771b6d73eb5f3,0.975,0.975,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x1c7bc7ef78971d0ad32b782b842771b6d73eb5f3
0x8504a09352555ff1acf9c8a8d9fb5fdcc4161cbc,4.105831131415886,4.105831131415886,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x8504a09352555ff1acf9c8a8d9fb5fdcc4161cbc
0xec42a4b790b8547d9f8caf1c9b045a956a56a55a,1.4,1.4,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0xec42a4b790b8547d9f8caf1c9b045a956a56a55a
0x31d4bf1a0e8d6a2361e63781e68e14671bfad78d,1.4,1.4,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x31d4bf1a0e8d6a2361e63781e68e14671bfad78d
0xf99fde2c6b1f628139c4ecb048936c6f61889c5a,1.4,1.4,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0xf99fde2c6b1f628139c4ecb048936c6f61889c5a
0x3efd3b195366d901b24f085340f60b3f4785609c,1.4,1.4,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x3efd3b195366d901b24f085340f60b3f4785609c
0xbb65143889c8a342a06caec1f9c291ade374aa9b,1.4,1.4,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0xbb65143889c8a342a06caec1f9c291ade374aa9b
0x92694535a2857ce4ec97384e976bd4922915e29f,1.4,1.4,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x92694535a2857ce4ec97384e976bd4922915e29f
0x64cab4a793f50c58841fa6d50d4f1109270adb99,1.4,1.4,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x64cab4a793f50c58841fa6d50d4f1109270adb99
0x8af71a7022385d78b5167e31fdeb5cb6576130fa,1.4,1.4,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x8af71a7022385d78b5167e31fdeb5cb6576130fa
0xaea6355e4e8cf659a2c783e1c8c9c183a44aa6cf,1.4,1.4,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0xaea6355e4e8cf659a2c783e1c8c9c183a44aa6cf
0x97173305663e812531784662babcc24c79bf1b94,1.4,1.4,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x97173305663e812531784662babcc24c79bf1b94
0x115c5f9383dc31fb06c4b5e457dfe24b399e2a99,1.4,1.4,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x115c5f9383dc31fb06c4b5e457dfe24b399e2a99
0x5397b34ec5b52646279abaaeff41de2c14c64089,1.4,1.4,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x5397b34ec5b52646279abaaeff41de2c14c64089
0xf51eb6545894686ac1d056da1f0280a80e2fdc59,1.4,1.4,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0xf51eb6545894686ac1d056da1f0280a80e2fdc59
0xa66f1d21a71242cf871128e78d367113d2e88a91,1.4,1.4,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0xa66f1d21a71242cf871128e78d367113d2e88a91
0x713cbaf0d529f42ccd18137097772a13fe962287,1.4,1.4,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x713cbaf0d529f42ccd18137097772a13fe962287
0x55dcb38599128e131fcde69db54cf1b5ec20e3a8,1.4,1.4,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x55dcb38599128e131fcde69db54cf1b5ec20e3a8
0x828187b42aaaea138156d3dd817a80972996cd80,1.4,1.4,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x828187b42aaaea138156d3dd817a80972996cd80
0xcdf3b27b5987cb7423011d2165a0fe218f366cd0,1.4,1.4,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0xcdf3b27b5987cb7423011d2165a0fe218f366cd0
0x3de3ac9876c78e77020a121fe00bffb669bbc17d,1.4,1.4,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x3de3ac9876c78e77020a121fe00bffb669bbc17d
0x08f84b46698b12eb34b5ab945ba5df001f4ae403,1.4,1.4,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x08f84b46698b12eb34b5ab945ba5df001f4ae403
0xb9dc26545f8550a308b7b584832282b254fa196d,1.4,1.4,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0xb9dc26545f8550a308b7b584832282b254fa196d
0xdc34560e0efbc9c9cd9af2f14355badc99433198,3.817871895471272,3.817871895471272,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0xdc34560e0efbc9c9cd9af2f14355badc99433198
0xf4caf0e42422dc028fa1c9519e31a7e13474fab8,1.4,1.4,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0xf4caf0e42422dc028fa1c9519e31a7e13474fab8
0xd5d5fb33745583817402818f4d26127a6d6034e6,1.4,1.4,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0xd5d5fb33745583817402818f4d26127a6d6034e6
0x2716273c50edcdf03e462e9a6b151f793b015d04,1.4,1.4,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x2716273c50edcdf03e462e9a6b151f793b015d04
0xf4d55c5da3161dde6700b5d71bc7403d44ef57f0,1.4,1.4,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0xf4d55c5da3161dde6700b5d71bc7403d44ef57f0
0xd946f6b17faba33cfb79637267764773e9c615c5,1.4,1.4,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0xd946f6b17faba33cfb79637267764773e9c615c5
0x4e73a2187be5a567761c9d784761c646667e84e5,1.4,1.4,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x4e73a2187be5a567761c9d784761c646667e84e5
0x3c125b1afd4a33369aefe4782bf0a56de8acd19a,1.4,1.4,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x3c125b1afd4a33369aefe4782bf0a56de8acd19a
0x7ed32e40ebaa684bb43953131a29535cb2322f11,1.4,1.4,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x7ed32e40ebaa684bb43953131a29535cb2322f11
0xb30dfce9cd42fd2ebb10c18fd902675466a21954,1.4,1.4,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0xb30dfce9cd42fd2ebb10c18fd902675466a21954
0x33737f0cc1d490fe61f293be95dacb3ac069eefc,1.4,1.4,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x33737f0cc1d490fe61f293be95dacb3ac069eefc
0xd280ab2670cd44c4a4256e1e3a3d8c2a2aa3f4c8,1.4,1.4,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0xd280ab2670cd44c4a4256e1e3a3d8c2a2aa3f4c8
0xe5cccf730434b5893a1342e407907c88d41a7a09,1.4,1.4,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0xe5cccf730434b5893a1342e407907c88d41a7a09
0xb7285ac8595dbddda6b37f8f0d1ae10d8400c233,1.4,1.4,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0xb7285ac8595dbddda6b37f8f0d1ae10d8400c233
0x73ffa81d902604b4182bfce5a055988a5fe02491,1.258,1.258,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x73ffa81d902604b4182bfce5a055988a5fe02491
0x2057ba9beba9f058628eaa60aa2500803bd28f07,1.258,1.258,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x2057ba9beba9f058628eaa60aa2500803bd28f07
0xe0a7c50d1f52b689ccd74f426dc2c811bc8c2154,1.258,1.258,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0xe0a7c50d1f52b689ccd74f426dc2c811bc8c2154
0xf583428a32bbc83fbdfad7a4f4801f0acbce961a,1.258,1.258,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0xf583428a32bbc83fbdfad7a4f4801f0acbce961a
0x995ec7a001df22b010934b82f5c8a844a84b6a6b,1.258,1.258,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x995ec7a001df22b010934b82f5c8a844a84b6a6b
0xcb9bebdc7fbfe7dae20f012f17bf8754f5781a2d,1.258,1.258,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0xcb9bebdc7fbfe7dae20f012f17bf8754f5781a2d
0xcb4313d00860d8e441e4a2606043f6cac739a6dc,1.258,1.258,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0xcb4313d00860d8e441e4a2606043f6cac739a6dc
0x5c629857603cc1a26c152bde9354c662d48816d9,1.258,1.258,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x5c629857603cc1a26c152bde9354c662d48816d9
0xde9e74e71ae7f17e1c575cd9e1bdaeac272d4520,1.258,1.258,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0xde9e74e71ae7f17e1c575cd9e1bdaeac272d4520
0x7433609ac078d1d925fa95ac2b9d7fdf8f5a3578,1.258,1.258,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x7433609ac078d1d925fa95ac2b9d7fdf8f5a3578
0x6cd9dc0754ac81322eba61edd3d32ff1244e815b,1.258,1.258,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x6cd9dc0754ac81322eba61edd3d32ff1244e815b
0x62e095b276c5ae8b346171b78ff8b06cc65a4b44,1.258,1.258,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x62e095b276c5ae8b346171b78ff8b06cc65a4b44
0xbcc1df001179c0a7733b70ff60e4fe3ab1482c33,1.258,1.258,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0xbcc1df001179c0a7733b70ff60e4fe3ab1482c33
0xd78cc840007404e692563930299a61b362a742b8,1.258,1.258,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0xd78cc840007404e692563930299a61b362a742b8
0xa21cf3ab62c8aeeaf8d8a460af57547c61909d9b,1.258,1.258,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0xa21cf3ab62c8aeeaf8d8a460af57547c61909d9b
0x8c68a46bdab592224a134acfbe88134754dbf3d8,1.258,1.258,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x8c68a46bdab592224a134acfbe88134754dbf3d8
0x975caf88a6eb1fc617cb91b96031e6b7cc960af7,1.258,1.258,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x975caf88a6eb1fc617cb91b96031e6b7cc960af7
0x96fcfd31b680c885fd9f2fa90e094e6a33655758,1.258,1.258,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x96fcfd31b680c885fd9f2fa90e094e6a33655758
0x61e3c2560729bc103811e78844c5dd3b335c6301,1.258,1.258,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x61e3c2560729bc103811e78844c5dd3b335c6301
0xfca6cb72a59f39fb986a72acdc50219d8e0b8399,1.258,1.258,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0xfca6cb72a59f39fb986a72acdc50219d8e0b8399
0x193b2ada9d3cc3593a7f988cbd58157de4900511,1.258,1.258,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x193b2ada9d3cc3593a7f988cbd58157de4900511
0x07a3d6e5f31ba24d7b206cda6d380c453e512dfd,1.258,1.258,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x07a3d6e5f31ba24d7b206cda6d380c453e512dfd
0xb10060d809367e135f0310bf94bb09f17e9519d6,1.258,1.258,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0xb10060d809367e135f0310bf94bb09f17e9519d6
0x0d147598bf5db6e5d87a14aecb9c26c02408d0d0,1.258,1.258,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x0d147598bf5db6e5d87a14aecb9c26c02408d0d0
0xa454196f746b8c67ccec93c717eff9828cbaa2b7,1.258,1.258,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0xa454196f746b8c67ccec93c717eff9828cbaa2b7
0x36c0739186cdd24a9c6edc3e6792923033387f2b,1.258,1.258,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x36c0739186cdd24a9c6edc3e6792923033387f2b
0xb6057db432937d7accab6743587348e38a94921a,1.258,1.258,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0xb6057db432937d7accab6743587348e38a94921a
0x035a6d257118eb6e88a1dce9c2e69b51866a83b8,1.258,1.258,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x035a6d257118eb6e88a1dce9c2e69b51866a83b8
0xbf93b087f1ebba3926f73de45881324eb5e579a2,1.258,1.258,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0xbf93b087f1ebba3926f73de45881324eb5e579a2
0x7b54d06c4480a7a21beedfb613da211ac69c3f0d,1.258,1.258,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x7b54d06c4480a7a21beedfb613da211ac69c3f0d
0x50b7db9d2e0499d096c83d9c8d74e9e168b845a5,1.258,1.258,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x50b7db9d2e0499d096c83d9c8d74e9e168b845a5
0x4028ddb86e2a47053ab07b615fc82d1c3319f201,1.258,1.258,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x4028ddb86e2a47053ab07b615fc82d1c3319f201
0xd219945efb475d7192f70d287abe9e8a76048a8f,1.258,1.258,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0xd219945efb475d7192f70d287abe9e8a76048a8f
0x9f12efbfbf0960c63ccbc2a2b11f919bbd80713c,80,80,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x9f12efbfbf0960c63ccbc2a2b11f919bbd80713c
0xad2d23dcff6cdbb8a15e71d9acef313690933145,0.25268709222503816,0.25268709222503816,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0xad2d23dcff6cdbb8a15e71d9acef313690933145
0x2ef2284a784c1fa06f95919fab978e87da18bc66,0,0,0,0,0,0,0,true,0x86edb92e217605dbecf606548e48daaf1b817da1,false,0,,https://wearable-preview.decentraland.org/?profile=0x2ef2284a784c1fa06f95919fab978e87da18bc66
0x86edb92e217605dbecf606548e48daaf1b817da1,1049574.0372597128,80.6645301297531,2000,200,1047293.3727295832,0,0,true,0x597d94248c5181232e83ee054b74f01548090f33,true,8,"0xccd5089557ae6a2ba063e8720e725a6bf743b3e8,0xbcef8f991c4734565cf3b0ad910a2fe77d06afe4,0x450509957921d290023ed848d27e6fa40045bb67,0x5f9aaacd65ab18dccab83703b3cbf0a983d91132,0x3a572361910939dfc230bc010dadc9de7bd3af4b,0xee21886b9832912902c49a388c863deb9e72475a,0x2ef2284a784c1fa06f95919fab978e87da18bc66,0x1690a84fc5cee5a795073f6ee014525f2b4c9f2b",https://wearable-preview.decentraland.org/?profile=0x86edb92e217605dbecf606548e48daaf1b817da1
0xd1633e3f378b52cd1810d3cc20ba65f694dd00c7,2.99214562,2.99214562,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0xd1633e3f378b52cd1810d3cc20ba65f694dd00c7
0xae149e2a083d94b9833102cf4fd6beff5409fb20,0,0,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0xae149e2a083d94b9833102cf4fd6beff5409fb20
0xe64168faa0043656aee19012d90cf5182cf635b7,0.00818611544534497,0.00818611544534497,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0xe64168faa0043656aee19012d90cf5182cf635b7
0xb1f72d694711fce55c62ea97bd3739ff11cef986,110.25001336849586,0.2500133684958532,0,100,0,10,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0xb1f72d694711fce55c62ea97bd3739ff11cef986
0x27a16369ef9ac36fa36f3c955819d4be670303dc,0,0,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x27a16369ef9ac36fa36f3c955819d4be670303dc
0x30c1996ce32bce9f02ef8db7f27bf08e39c224e7,2203.429433246201,203.4294332462011,2000,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x30c1996ce32bce9f02ef8db7f27bf08e39c224e7
0xe437870633b5e09f1774ea4fdd523579e1e13eaf,14.01939982,14.01939982,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0xe437870633b5e09f1774ea4fdd523579e1e13eaf
0xb68d6430bd3bd2a87a1fadf9d4342d7b201e9b78,2.8329763682390903,2.8329763682390903,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0xb68d6430bd3bd2a87a1fadf9d4342d7b201e9b78
0x30e923a7aaf8b8bffead5bed05ead42552b69d89,1.8534434,1.8534434,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x30e923a7aaf8b8bffead5bed05ead42552b69d89
0x73064f6c1c5dad8d917782aec16ab564feb3c011,0,0,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x73064f6c1c5dad8d917782aec16ab564feb3c011
0x93cde91cbfdb4e816c80119b8b67d6bcd99b8a57,110,0,0,100,0,10,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0x93cde91cbfdb4e816c80119b8b67d6bcd99b8a57
0xcd700225094a2fd5844e77eb9957902e4c06d4ec,0,0,0,0,0,0,0,true,0x4b8c142c1c1afc2e1bbf4c3513c46b5c088aa055,false,0,,https://wearable-preview.decentraland.org/?profile=0xcd700225094a2fd5844e77eb9957902e4c06d4ec
0xeb94bd011f6b794b6c846457b85efa895d2dd744,0,0,0,0,0,0,0,false,,false,0,,https://wearable-preview.decentraland.org/?profile=0xeb94bd011f6b794b6c846457b85efa895d2dd744
