Record ID,Update ID,Proposal ID,Proposal type,Proposal category,Financial category,Description,Amount,Token,Receiver,Link
149,5dc34bb8-4895-4e15-91cb-07c5836c92e8,b136bb90-648b-11ee-a1c9-233702efe10a,grant,In-World Content,Contractors,DEC - Kaspar DJ for DIGITAL Party,200,DAI,0x2ea13fcbdcb6324c357db1f7915f9c25007a7e09,https://polygonscan.com/tx/0xd2a7e220d4b78bfe257cf73ab1c494905e49756d9ed32d02d9864f4f311b6c3b
150,5dc34bb8-4895-4e15-91cb-07c5836c92e8,b136bb90-648b-11ee-a1c9-233702efe10a,grant,In-World Content,Contractors,DEC - TōPū DJ for DIGITAL Party,200,DAI,0x9d0b9ed72317f02c3f161b82ed28ea785f3a5fe2,https://polygonscan.com/tx/0xd2a7e220d4b78bfe257cf73ab1c494905e49756d9ed32d02d9864f4f311b6c3b
151,5dc34bb8-4895-4e15-91cb-07c5836c92e8,b136bb90-648b-11ee-a1c9-233702efe10a,grant,In-World Content,Contractors,DEC - Vince MG DJ for DIGITAL Party,200,DAI,0x8ee588b51660403d44d713786c4c87d2ea41afd3,https://polygonscan.com/tx/0x85bd9c5e4e595761b32811fb121d97f5384bfc5021eab80938c38fac00ebf67d
152,5dc34bb8-4895-4e15-91cb-07c5836c92e8,b136bb90-648b-11ee-a1c9-233702efe10a,grant,In-World Content,Contractors,DEC - HUGO CANTARRA DJ for DIGITAL Party,200,DAI,0x64a176b140e7126a6be55a50be373d9430877ce9,https://polygonscan.com/tx/0x85bd9c5e4e595761b32811fb121d97f5384bfc5021eab80938c38fac00ebf67d
153,5dc34bb8-4895-4e15-91cb-07c5836c92e8,b136bb90-648b-11ee-a1c9-233702efe10a,grant,In-World Content,Contractors,JAN - ME.N.U // DR. PHI DJ for DIGITAL Party,200,DAI,0xffffaab1e971dd0c2eee7aa9b5ef4582577b1f7f,https://polygonscan.com/tx/0xd2a7e220d4b78bfe257cf73ab1c494905e49756d9ed32d02d9864f4f311b6c3b
154,5dc34bb8-4895-4e15-91cb-07c5836c92e8,b136bb90-648b-11ee-a1c9-233702efe10a,grant,In-World Content,Contractors,JAN - Gad DJ for DIGITAL Party,200,DAI,0x6997a92016e7fc2657040d27b5657d3f73d1eee3,https://polygonscan.com/tx/0xd2a7e220d4b78bfe257cf73ab1c494905e49756d9ed32d02d9864f4f311b6c3b
155,5dc34bb8-4895-4e15-91cb-07c5836c92e8,b136bb90-648b-11ee-a1c9-233702efe10a,grant,In-World Content,Contractors,JAN - SAMUSE DJ for DIGITAL Party,200,DAI,0x7099a1da2169ed7c56ba1b4d3f0ded2175ea2e92,https://polygonscan.com/tx/0xd2a7e220d4b78bfe257cf73ab1c494905e49756d9ed32d02d9864f4f311b6c3b
156,5dc34bb8-4895-4e15-91cb-07c5836c92e8,b136bb90-648b-11ee-a1c9-233702efe10a,grant,In-World Content,Contractors,JAN - undefined DJ for DIGITAL Party,200,DAI,0xf14ad548c8ffdc754173ef62c8e2ff8e1c7c2b85,https://polygonscan.com/tx/0xd2a7e220d4b78bfe257cf73ab1c494905e49756d9ed32d02d9864f4f311b6c3b
157,5dc34bb8-4895-4e15-91cb-07c5836c92e8,b136bb90-648b-11ee-a1c9-233702efe10a,grant,In-World Content,Contractors,JAN - DJ Denzo DJ for IRL Party,200,DAI,0xafded05b8324a10b56606339662d9e9ac20d33f4,https://polygonscan.com/tx/0x1a1c97211c1f2afe6515b0ed1341a5d70d92c1f1eea5a4d08f04936b5f649912
158,5dc34bb8-4895-4e15-91cb-07c5836c92e8,b136bb90-648b-11ee-a1c9-233702efe10a,grant,In-World Content,Contractors,JAN - Vince MG DJ for DIGITAL Party,200,DAI,0x8ee588b51660403d44d713786c4c87d2ea41afd3,https://polygonscan.com/tx/0x1a1c97211c1f2afe6515b0ed1341a5d70d92c1f1eea5a4d08f04936b5f649912
159,5dc34bb8-4895-4e15-91cb-07c5836c92e8,b136bb90-648b-11ee-a1c9-233702efe10a,grant,In-World Content,Contractors,JAN - Mihail Petrovski DJ for DIGITAL Party,200,DAI,0xb9d9df4e15ff19fd9a6a945451f0eb183d91f8e0,https://polygonscan.com/tx/0x1a1c97211c1f2afe6515b0ed1341a5d70d92c1f1eea5a4d08f04936b5f649912
160,5dc34bb8-4895-4e15-91cb-07c5836c92e8,b136bb90-648b-11ee-a1c9-233702efe10a,grant,In-World Content,Tools & Services,Camera,1300,DAI,0xFfffaAB1e971dd0C2EEE7Aa9b5Ef4582577b1f7f,https://polygonscan.com/tx/0x729b4a9b9cfa3afd92fdd2e82c2803c0ffce6564167525e6ad48a1713d263ff2
161,c682b6a3-ef8d-4d39-bbb2-4ea340d96630,e2f4a6f2-2e2b-45d7-9743-71d50225af06,grant,Core Unit,Team Compensation,Grants Manager - Fifi - dec23,3500,DAI,0x4b1c7461715c3489a596cd8d0974bb1d13b397fe,https://etherscan.io/tx/0xa6d5e60f0d2ba76203aa304ce5fef87e611e187bab8fac6c4132d7aef4695fbe
162,c682b6a3-ef8d-4d39-bbb2-4ea340d96630,e2f4a6f2-2e2b-45d7-9743-71d50225af06,grant,Core Unit,Team Compensation,Grants Accountability Manager - Zino - dec23,4000,DAI,0xa88e62b427ae1029c685808092818001f73649bf,https://etherscan.io/tx/0xa6d5e60f0d2ba76203aa304ce5fef87e611e187bab8fac6c4132d7aef4695fbe
163,c682b6a3-ef8d-4d39-bbb2-4ea340d96630,e2f4a6f2-2e2b-45d7-9743-71d50225af06,grant,Core Unit,Team Compensation,Grants Managers Coordinator - Palewin - dec23,3000,DAI,0x6ff836e2a208826e3955af3f6ccbee5bb87a3f75,https://etherscan.io/tx/0xa6d5e60f0d2ba76203aa304ce5fef87e611e187bab8fac6c4132d7aef4695fbe
164,c682b6a3-ef8d-4d39-bbb2-4ea340d96630,e2f4a6f2-2e2b-45d7-9743-71d50225af06,grant,Core Unit,Team Compensation,Grants Program Advisor - Yararasita - dec23,1800,DAI,0xe68ddd093f2a71125f1f5411e09eb9f55fc4b256,https://etherscan.io/tx/0xa6d5e60f0d2ba76203aa304ce5fef87e611e187bab8fac6c4132d7aef4695fbe
166,6ab53590-0f48-4990-b9d9-123b35767445,c964129c-d517-4e3c-a564-e98cbe81d305,grant,Platform,Team Compensation,Working with data,1600,DAI,0x8acb9cD89273fB013c544e51d16Fc383e7Ee216e,https://etherscan.io/tx/0x192ddd39577c348ff00113103ba3d4cdc051859098178bb99b4fea7e2881551d
165,54ac5500-e3d6-11ed-ae6b-bdc7e2b26a35,04f1cd70-d8d6-11ed-bfff-7567e61aeee0,grant,Accelerator,Team Compensation,4 devs monthly salary,12000,USDT,0xF746DB7B2885B7162c58519Ac9d256D43d234a05,https://etherscan.io/address/0xF746DB7B2885B7162c58519Ac9d256D43d234a05
140,619294c5-15be-4cc5-8a35-3582b7bbeec8,d85bdf8e-bdfc-47cf-b6c6-6b55f7a96d93,grant,Platform,Team Compensation,operations december Salary,2000,DAI,0x674eBFC3eb6C0Bc548d470CBa948d2929be472D7,https://etherscan.io/tx/0xf39b7e94fb153edca60044a255c1634053b771738235b1be7deaf07160807be2
141,619294c5-15be-4cc5-8a35-3582b7bbeec8,d85bdf8e-bdfc-47cf-b6c6-6b55f7a96d93,grant,Platform,Other,developer security issues,630,DAI,0x1Ed134cBE4F8A50980F5c097Bb5a4AA00Dba2299,https://etherscan.io/tx/0x7ce7579c7672848a7c2c3f47ef971233c813e9278abed4a3a84f32c74aad3d68
177,4ca322ac-788b-45d8-a812-47290f8e40fe,ff19c0eb-27fb-4119-b5f5-2e4a2fc4fbb8,grant,Social Media Content,Team Compensation,salary,1,DAI,0x5F39898b429050836C271c7d9e4EEf9bb24c8eB8,
179,6c6c1197-b421-42b5-b8aa-8086f8a3b51f,531a102b-e4b8-4ed3-8ccc-9aa30bfb7992,grant,Social Media Content,Team Compensation,Monthly Salary to Write-Design-Distribute,2502,MANA,0x531aA0845cF473A55BB5bc8cda5E04Ea5B27C726,https://etherscan.io/tx/0x30251674f4ce5167faf60c1f71b758c9aa14d2b2f4c0051495d9dcfcc5ace437
180,1b122e7b-8dc8-4cbd-bcc4-dbc189587c45,fe85ab06-618d-4181-960d-fc32d5f0a7e1,grant,Platform,Tools & Services,servers databases and tools,5600,DAI,0xe64581F067Cfdce58657E3c0F58175e638C30f2B,https://etherscan.io/tx/0x8c88df863718790ded06146b0620d497725232e37ec32721bcddd2662c16e2fe
181,1b122e7b-8dc8-4cbd-bcc4-dbc189587c45,fe85ab06-618d-4181-960d-fc32d5f0a7e1,grant,Platform,Team Compensation,UI dev | back-end dev | devOps,5300,DAI,0xe64581F067Cfdce58657E3c0F58175e638C30f2B,https://etherscan.io/tx/0x8c88df863718790ded06146b0620d497725232e37ec32721bcddd2662c16e2fe
182,1b122e7b-8dc8-4cbd-bcc4-dbc189587c45,fe85ab06-618d-4181-960d-fc32d5f0a7e1,grant,Platform,Other,previous infrastructure dec/jan (~$12500) payback,1600,DAI,0xe64581F067Cfdce58657E3c0F58175e638C30f2B,https://etherscan.io/tx/0x8c88df863718790ded06146b0620d497725232e37ec32721bcddd2662c16e2fe
183,1bfa0bf9-9394-47e3-8a71-3d436233f8a7,1b8eef75-add3-49d6-9181-3061daaf22ec,grant,In-World Content,Team Compensation,"Development, Design & Management will be send after vesting",23100,DAI,0xed0E0cb94F60F72ec94beF848f5dF4Cbd365aF1D,
184,1bfa0bf9-9394-47e3-8a71-3d436233f8a7,1b8eef75-add3-49d6-9181-3061daaf22ec,grant,In-World Content,Tools & Services,Wearable submission fee will be send after vesting,400,DAI,0xed0E0cb94F60F72ec94beF848f5dF4Cbd365aF1D,
185,1bfa0bf9-9394-47e3-8a71-3d436233f8a7,1b8eef75-add3-49d6-9181-3061daaf22ec,grant,In-World Content,Other,Leaderboard event will be send after vesting,500,DAI,0xed0E0cb94F60F72ec94beF848f5dF4Cbd365aF1D,
186,1bfa0bf9-9394-47e3-8a71-3d436233f8a7,1b8eef75-add3-49d6-9181-3061daaf22ec,grant,In-World Content,Other,Collaboration,1000,DAI,0xed0E0cb94F60F72ec94beF848f5dF4Cbd365aF1D,
187,ac9032e4-a144-48da-8801-3259a4281d90,7c7a1610-7a33-4e42-9b14-4cd328669c38,grant,In-World Content,Team Compensation,Modeling & Developing & Social medai & Community management,1,DAI,0x0000000000000000000000000000000000000000,https://etherscan.io/tx
188,ac9032e4-a144-48da-8801-3259a4281d90,7c7a1610-7a33-4e42-9b14-4cd328669c38,grant,In-World Content,Marketing,Rewards for users,1,DAI,0x0000000000000000000000000000000000000000,https://etherscan.io/tx
189,ac9032e4-a144-48da-8801-3259a4281d90,7c7a1610-7a33-4e42-9b14-4cd328669c38,grant,In-World Content,Tools & Services,Discord PlayFab Heroku Vercel fee,1,DAI,0x0000000000000000000000000000000000000000,https://etherscan.io/tx
190,ac9032e4-a144-48da-8801-3259a4281d90,7c7a1610-7a33-4e42-9b14-4cd328669c38,grant,In-World Content,Other,Miscellaneous Expenses,1,DAI,0x0000000000000000000000000000000000000000,https://etherscan.io/tx
191,835542e9-f9c0-4c3d-ae66-6bc35a3e007b,6dfe5a60-6222-11ee-921b-3b664a734355,grant,In-World Content,Team Compensation,Voxel Architects Operations & Strategy,1019,DAI,0x42B15B64B6D1638eD91A86CAC30a36313b6C8C5d,https://etherscan.io/tx/0xbd38570a180800d129f6a26a655178af46b0317996ddfb4461d854feb73505ef
192,835542e9-f9c0-4c3d-ae66-6bc35a3e007b,6dfe5a60-6222-11ee-921b-3b664a734355,grant,In-World Content,Team Compensation,Voxel Architects Project Manager,2717,DAI,0x42B15B64B6D1638eD91A86CAC30a36313b6C8C5d,https://etherscan.io/tx/0xbd38570a180800d129f6a26a655178af46b0317996ddfb4461d854feb73505ef
193,835542e9-f9c0-4c3d-ae66-6bc35a3e007b,6dfe5a60-6222-11ee-921b-3b664a734355,grant,In-World Content,Team Compensation,Voxel Architects Designer,2445,DAI,0x42B15B64B6D1638eD91A86CAC30a36313b6C8C5d,https://etherscan.io/tx/0xbd38570a180800d129f6a26a655178af46b0317996ddfb4461d854feb73505ef
194,835542e9-f9c0-4c3d-ae66-6bc35a3e007b,6dfe5a60-6222-11ee-921b-3b664a734355,grant,In-World Content,Team Compensation,Voxel Architects Modeller 1,1350,DAI,0x42B15B64B6D1638eD91A86CAC30a36313b6C8C5d,https://etherscan.io/tx/0xbd38570a180800d129f6a26a655178af46b0317996ddfb4461d854feb73505ef
195,835542e9-f9c0-4c3d-ae66-6bc35a3e007b,6dfe5a60-6222-11ee-921b-3b664a734355,grant,In-World Content,Team Compensation,Voxel Architects Modeller 2,1629,DAI,0x42B15B64B6D1638eD91A86CAC30a36313b6C8C5d,https://etherscan.io/tx/0xbd38570a180800d129f6a26a655178af46b0317996ddfb4461d854feb73505ef
196,835542e9-f9c0-4c3d-ae66-6bc35a3e007b,6dfe5a60-6222-11ee-921b-3b664a734355,grant,In-World Content,Team Compensation,Voxel Architects Modeller 3,840,DAI,0x42B15B64B6D1638eD91A86CAC30a36313b6C8C5d,https://etherscan.io/tx/0xbd38570a180800d129f6a26a655178af46b0317996ddfb4461d854feb73505ef
197,835542e9-f9c0-4c3d-ae66-6bc35a3e007b,6dfe5a60-6222-11ee-921b-3b664a734355,grant,In-World Content,Team Compensation,Vegas City Developer 1,3000,DAI,0xa1614c4decbfa292d35021c03da1eb4dedc06384,https://etherscan.io/tx/0x65f4a15a540c3d599d147d661c57813f50b21dbf8433060786827dcf60db400c
198,835542e9-f9c0-4c3d-ae66-6bc35a3e007b,6dfe5a60-6222-11ee-921b-3b664a734355,grant,In-World Content,Team Compensation,Vegas City Developer 2,3000,DAI,0xa1614c4decbfa292d35021c03da1eb4dedc06384,https://etherscan.io/tx/0x65f4a15a540c3d599d147d661c57813f50b21dbf8433060786827dcf60db400c
199,835542e9-f9c0-4c3d-ae66-6bc35a3e007b,6dfe5a60-6222-11ee-921b-3b664a734355,grant,In-World Content,Team Compensation,Vegas City Architect/Lead,1000,DAI,0xa1614c4decbfa292d35021c03da1eb4dedc06384,https://etherscan.io/tx/0x65f4a15a540c3d599d147d661c57813f50b21dbf8433060786827dcf60db400c
200,835542e9-f9c0-4c3d-ae66-6bc35a3e007b,6dfe5a60-6222-11ee-921b-3b664a734355,grant,In-World Content,Team Compensation,Vegas City Test,500,DAI,0xa1614c4decbfa292d35021c03da1eb4dedc06384,https://etherscan.io/tx/0x65f4a15a540c3d599d147d661c57813f50b21dbf8433060786827dcf60db400c
201,835542e9-f9c0-4c3d-ae66-6bc35a3e007b,6dfe5a60-6222-11ee-921b-3b664a734355,grant,In-World Content,Team Compensation,Vegas City Project Manager,2000,DAI,0xa1614c4decbfa292d35021c03da1eb4dedc06384,https://etherscan.io/tx/0x65f4a15a540c3d599d147d661c57813f50b21dbf8433060786827dcf60db400c
202,835542e9-f9c0-4c3d-ae66-6bc35a3e007b,6dfe5a60-6222-11ee-921b-3b664a734355,grant,In-World Content,Team Compensation,Vegas City Operations,500,DAI,0xa1614c4decbfa292d35021c03da1eb4dedc06384,https://etherscan.io/tx/0x65f4a15a540c3d599d147d661c57813f50b21dbf8433060786827dcf60db400c
203,441318d1-fad7-407c-a81b-a3b88941f327,5a5c472b-0ed2-4086-b7fc-22e37b4ad39c,grant,Core Unit,Team Compensation,Fehz Compensation - (January),5400,DAI,0x2438651577Ac49342074a18eb199BB8C6E92cFEa,https://etherscan.io/tx/0x161369609fcf60ae13f18ff528f0d68682c5333f6290643ebeb6acb96d1b88d1
204,441318d1-fad7-407c-a81b-a3b88941f327,5a5c472b-0ed2-4086-b7fc-22e37b4ad39c,grant,Core Unit,Team Compensation,Fractilians - Compensation (January),5500,DAI,0x8b7c37671f37Db95e9d84714f7A4464d552aa0EA,https://etherscan.io/tx/0x161369609fcf60ae13f18ff528f0d68682c5333f6290643ebeb6acb96d1b88d1
205,441318d1-fad7-407c-a81b-a3b88941f327,5a5c472b-0ed2-4086-b7fc-22e37b4ad39c,grant,Core Unit,Team Compensation,Ivey - Compensation (January),800,DAI,0x5c575fc796056b6427733077aca4a5c7d10ca6d0,https://etherscan.io/tx/0x161369609fcf60ae13f18ff528f0d68682c5333f6290643ebeb6acb96d1b88d1
206,441318d1-fad7-407c-a81b-a3b88941f327,5a5c472b-0ed2-4086-b7fc-22e37b4ad39c,grant,Core Unit,Team Compensation,MetaRyuk - Compensation (January),800,DAI,0x1bc1ab328dbfef58b9600184541aa0056c4631f7,https://etherscan.io/tx/0x161369609fcf60ae13f18ff528f0d68682c5333f6290643ebeb6acb96d1b88d1
207,441318d1-fad7-407c-a81b-a3b88941f327,5a5c472b-0ed2-4086-b7fc-22e37b4ad39c,grant,Core Unit,Tools & Services,Subscriptions: Envato (USD213) & OpusClips (USD150) a year,363,DAI,0x8b7c37671f37Db95e9d84714f7A4464d552aa0EA,https://etherscan.io/tx/0x161369609fcf60ae13f18ff528f0d68682c5333f6290643ebeb6acb96d1b88d1
208,d6a4dbc7-b505-44d8-9857-6a5e13b9cd2b,cb04d870-5ff6-11ee-af3f-d9f6b00b3bf3,grant,Platform,Team Compensation,Team Compensantion (January),13125,DAI,0x85bc980eb632434c562414791146cc86cea12c51,https://etherscan.io/tx/0x0aab99252e6ca89a05c9cdfb05eff29f40123c5fb8454e50ae6b376d6559f3ef
209,d6a4dbc7-b505-44d8-9857-6a5e13b9cd2b,cb04d870-5ff6-11ee-af3f-d9f6b00b3bf3,grant,Platform,Team Compensation,Team Compensantion (January),10500,DAI,0x6db12e73904eb12f9c40b7d995b2a870254b3625,https://etherscan.io/tx/0x0aab99252e6ca89a05c9cdfb05eff29f40123c5fb8454e50ae6b376d6559f3ef
210,d6a4dbc7-b505-44d8-9857-6a5e13b9cd2b,cb04d870-5ff6-11ee-af3f-d9f6b00b3bf3,grant,Platform,Team Compensation,Team Compensantion (January),10500,DAI,0xbcae59ff0aa916b6c38adde712c39da3eb5443c4,https://etherscan.io/tx/0x0aab99252e6ca89a05c9cdfb05eff29f40123c5fb8454e50ae6b376d6559f3ef
211,d6a4dbc7-b505-44d8-9857-6a5e13b9cd2b,cb04d870-5ff6-11ee-af3f-d9f6b00b3bf3,grant,Platform,Team Compensation,Team Compensantion (January),1200,DAI,0xae185e420a7b0e82963f6edb80078d0ce9d40b40,https://etherscan.io/tx/0x0aab99252e6ca89a05c9cdfb05eff29f40123c5fb8454e50ae6b376d6559f3ef
212,d6a4dbc7-b505-44d8-9857-6a5e13b9cd2b,cb04d870-5ff6-11ee-af3f-d9f6b00b3bf3,grant,Platform,Team Compensation,Team Savings (January),1041,DAI,0xae185e420a7b0e82963f6edb80078d0ce9d40b40,https://etherscan.io/tx/0x0aab99252e6ca89a05c9cdfb05eff29f40123c5fb8454e50ae6b376d6559f3ef
213,91e82c77-87ef-4f30-88aa-eb9a15f10d9f,3d4be4a7-a007-4fa0-8f97-71e2385684a0,grant,Sponsorship,Other,DAO > Foundation for travel expenditures,10000,DAI,0xc8A3496559bCa9e1a8883dBEaC2E2B9E5D83a0F4,https://etherscan.io/tx/0xd3341f4788e606be78902f26745ee6eedff23b2171430dcf934609c596e02699
214,91e82c77-87ef-4f30-88aa-eb9a15f10d9f,3d4be4a7-a007-4fa0-8f97-71e2385684a0,grant,Sponsorship,Other,DAO > Foundation for travel expenditures,10000,DAI,0xc8A3496559bCa9e1a8883dBEaC2E2B9E5D83a0F4,https://etherscan.io/tx/0x647785685f1862daaa15b789094f4d8f61bc3f7a3357ec10ea82bb9166d8ddbe
215,3ffb3ba7-7a50-4c69-bdad-f104bc338f1d,dcc5133c-2e22-4c63-b8eb-f50a758c6ae2,grant,Core Unit,Team Compensation,Dev,4508,DAI,0xb579d0804ab2a996615c8ad797158a33e08f7d57,https://etherscan.io/tx/0xd642d8e702cf92dd81614befc06886a2b8e228ed33ae6a6206a910bfeda48b25
216,3ffb3ba7-7a50-4c69-bdad-f104bc338f1d,dcc5133c-2e22-4c63-b8eb-f50a758c6ae2,grant,Core Unit,Team Compensation,Dev,4338,DAI,0x2aa64a76b0a9f96351a5cda740105c4197970fa1,https://etherscan.io/tx/0xd642d8e702cf92dd81614befc06886a2b8e228ed33ae6a6206a910bfeda48b25
217,3ffb3ba7-7a50-4c69-bdad-f104bc338f1d,dcc5133c-2e22-4c63-b8eb-f50a758c6ae2,grant,Core Unit,Team Compensation,Dev,3229,DAI,0xc492e358543f34437d946a18b60b6d0b78a42a16,https://etherscan.io/tx/0xd642d8e702cf92dd81614befc06886a2b8e228ed33ae6a6206a910bfeda48b25
218,3ffb3ba7-7a50-4c69-bdad-f104bc338f1d,dcc5133c-2e22-4c63-b8eb-f50a758c6ae2,grant,Core Unit,Team Compensation,Product Lead,6458,DAI,0x01b31645748938b07200795ebf7cc2435b5bd8ba,https://etherscan.io/tx/0xd642d8e702cf92dd81614befc06886a2b8e228ed33ae6a6206a910bfeda48b25
219,99013b14-6204-11ee-921b-3b664a734355,fe96cc60-182b-11ee-93a7-ed9294f83f74,grant,In-World Content,Team Compensation,Monthly Salary and for Payment to Guests,3000,DAI,0x082f2A8ea1D8E3ee24c20d12452B7E851ad0D5DD,https://etherscan.io/tx/0x88080af6f8f56ef7ee6cb70d252f7a07084c7bde391fbd3c0fa1ebdcee84f454
220,99013b14-6204-11ee-921b-3b664a734355,fe96cc60-182b-11ee-93a7-ed9294f83f74,grant,In-World Content,Team Compensation,Monthly Salary and for Payment to Guests,2000,DAI,0x082f2A8ea1D8E3ee24c20d12452B7E851ad0D5DD,https://etherscan.io/tx/0x99ce0dc74466289a72b8357990728edd78583920cc7ff5810e250442cb216bbd
225,38e33af4-9813-4236-b1e8-e0421fe78943,aebc4db6-d96c-4c4c-b2c0-2a2d0003e64d,grant,Platform,Team Compensation,Full Stack Dev Monthly,2000,DAI,0xD58607F5323e4966a8c871E155Cee9489CF8c469,
226,38e33af4-9813-4236-b1e8-e0421fe78943,aebc4db6-d96c-4c4c-b2c0-2a2d0003e64d,grant,Platform,Tools & Services,Website Hosting,26,DAI,0xD58607F5323e4966a8c871E155Cee9489CF8c469,
227,70205e11-8bc4-4517-89fb-bf1ef9ef1c13,127d49ed-e592-49f6-8cdc-c626a03175a2,grant,In-World Content,Team Compensation,Funds Released,1,DAI,0x0000000000000000000000000000000000000000,https://etherscan.io/address/0x0000000000000000000000000000000000000000
228,a8d85a55-4c06-11ee-a2e0-b78adf7d068d,ca7784f0-3988-11ee-aec9-fb54fc0c7896,grant,Platform,Team Compensation,Month 5 Compensation,28333,DAI,0x0c7B60932fEBD5b760F4f590F11044036cDF61dE,https://etherscan.io/tx/0xb13205b254872eec528ea0e7f6eca043e2cd139f5795f1ba090d23be1d1e4135
229,cb4a8a2b-82bb-41a4-9a6b-734173429275,847303a0-b8a8-11ed-95dc-afd12ca00986,grant,In-World Content,Team Compensation,Front End Dev Salary,1499,DAI,0x436b7F53Ed49ff8795df189F66BE0d93AC5e58Ec,https://etherscan.io/tx/0x138f7830057bf64983dfb270c0e70b3cb1bddb44ad5c186b7f8ec5cd81cc6288
230,cb4a8a2b-82bb-41a4-9a6b-734173429275,847303a0-b8a8-11ed-95dc-afd12ca00986,grant,In-World Content,Tools & Services,Website Hosting,300,DAI,0x6B175474E89094C44Da98b954EedeAC495271d0F,https://etherscan.io/tx/0x5ff7adb6c86a9fd0ce8e88274432fa7790a44285eb142725fb736db77d045519
231,cb4a8a2b-82bb-41a4-9a6b-734173429275,847303a0-b8a8-11ed-95dc-afd12ca00986,grant,In-World Content,Marketing,Blogs EDU,800,DAI,0x6B175474E89094C44Da98b954EedeAC495271d0F,https://etherscan.io/tx/0x8e0ea739930356e4f4f3dd2afca165eb50b3872b0b029851f44efa7f891d02a4
232,cb4a8a2b-82bb-41a4-9a6b-734173429275,847303a0-b8a8-11ed-95dc-afd12ca00986,grant,In-World Content,Other,Course EDU,800,DAI,0x6B175474E89094C44Da98b954EedeAC495271d0F,https://etherscan.io/tx/0xefe972c1a6610a5d34899a28234920bd8d396ca590b4aaeebb8fe26c0ae6edb2
233,cb4a8a2b-82bb-41a4-9a6b-734173429275,847303a0-b8a8-11ed-95dc-afd12ca00986,grant,In-World Content,Other,Entertainment,400,DAI,0x6B175474E89094C44Da98b954EedeAC495271d0F,https://etherscan.io/tx/0x2b63f194ecd4b2aab6db3de724bfc03d6975364a41bc5424638cd1d5ac6e9c8e
234,afe65392-5c84-11ee-abd9-01bdc8ef3aac,1740a740-4db0-11ee-beb5-696f9c967b67,grant,Documentation,Team Compensation,Personal Expense,3935,DAI,0x8D62189E991597b1aE712b68E6ef87C9F46f9BbB,https://etherscan.io/tx/0x532cdb45c7fd69b7d43ad6175fa8ccaef5d8e259d5781c489c3ac355b6240c51
235,afe65392-5c84-11ee-abd9-01bdc8ef3aac,1740a740-4db0-11ee-beb5-696f9c967b67,grant,Documentation,Tools & Services,Adobe CS,65,DAI,0x8D62189E991597b1aE712b68E6ef87C9F46f9BbB,https://etherscan.io/tx/0x532cdb45c7fd69b7d43ad6175fa8ccaef5d8e259d5781c489c3ac355b6240c51
236,457906e6-cecf-4c7b-a2a2-2f871dad9a45,42a603d2-9b6c-4d80-afb3-b2d029ffd367,grant,Platform,Team Compensation,Development,6000,DAI,0x018dA664aa797ceE35df571317325a299F8c8ECf,https://etherscan.io/tx/0xa34359fa56fa60c7659143ee296ea9b9be642060889b0a54a7a9a7875fdb192c
237,457906e6-cecf-4c7b-a2a2-2f871dad9a45,42a603d2-9b6c-4d80-afb3-b2d029ffd367,grant,Platform,Team Compensation,Development,2000,DAI,0x018dA664aa797ceE35df571317325a299F8c8ECf,https://etherscan.io/tx/0x992d1cda651e96629cc3c980b039c5f6c07653b6fe874b2a2918d8fcebedace2
251,62231688-f6af-42fe-ae52-fa5676e3e4d5,5b63274e-1bfb-42cb-b381-396f04a3bb9f,grant,Platform,Other,null,1,DAI,0x895Be97bDb9F8a244c472B18EA96DeE39ddf8fe5,https://www.etherscan.com
261,0a9317e4-4689-11ee-9cfb-8be6460f98c9,55a85fd0-3539-11ee-a39d-ef9ca9e669fd,grant,Sponsorship,Team Compensation,Ambassador's Comp,1226,DAI,0x1D11f567D0b4486Ae3857284c2603FF0Faf8aD5E,https://etherscan.io/tx/0x8800611fb979e70212326552aab35578ecf6b1b1e55fe940088b2e463a75264d
263,160d2b17-89e0-45b7-90a8-a055ffb1ff4a,15bae901-913b-45c2-a404-5e67749b7219,grant,In-World Content,Team Compensation,front-end-dev-monthly,3500,DAI,0x5A1d993fF6E67aA214880C87B46255Ea32E24139,https://etherscan.io/tx/0x20ddb25a59cd51ae1f538f04aa960708f315859795891ba97eb157310979871f
240,0dfd65a2-bc9c-4913-8d6c-ce20567320b6,b136bb90-648b-11ee-a1c9-233702efe10a,grant,In-World Content,Contractors,JAN - MA GAK PA DJ for DIGITAL Party,200,DAI,0xcde8fba9e91bc26aea2cfa3d8311ca2f5c194eb0,https://polygonscan.com/tx/0xe9211b5d4ff11461c2c16a2da3d6918a6f99ddfcf8ae7563ace31fe109fc2f48
241,0dfd65a2-bc9c-4913-8d6c-ce20567320b6,b136bb90-648b-11ee-a1c9-233702efe10a,grant,In-World Content,Contractors,JAN - Manmara DJ for DIGITAL Party,200,DAI,0x936cce593e132249c2c01ba6f784adb1711f2391,https://polygonscan.com/tx/0xe9211b5d4ff11461c2c16a2da3d6918a6f99ddfcf8ae7563ace31fe109fc2f48
242,0dfd65a2-bc9c-4913-8d6c-ce20567320b6,b136bb90-648b-11ee-a1c9-233702efe10a,grant,In-World Content,Marketing,JAN - MARKETING,150,DAI,0x1771e483fc81a4a35fb659f18e75a55e8af0cde8,https://polygonscan.com/tx/0xb3da0c7ec4ad5651fcb8a817b32d88c3af8a8574c3ca64f5911930357699330b
